type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,end_page,number,secondary_title
JOUR,"Optimizing crop nutrition in rainfed castor cultivation for higher productivity, energy efficiency, and reduced carbon footprint","['Kumar, Revappa Mohan', 'Madival, Yamanura', 'Paramesh, Venkatesh', 'Narayanappa, Nagesha', 'Ranganath, Gopalaswamy', 'Jinger, Dinesh', 'Chillarge, Sangappa']",Environmental and Sustainability Indicators,22,100409,2024,2024/06/01/,2665-9727,https://doi.org/10.1016/j.indic.2024.100409,['https://www.sciencedirect.com/science/article/pii/S2665972724000771'],"['Balanced-nutrition', 'Fertilizer', 'Foliar-nutrition', 'Factor-productivity']","Nutrition plays a key role in achieving higher crop productivity. Whereas, rainfed cropping greatly suffers due to imbalanced crop nutrition. Especially, crops like castor mostly face the utmost climatic and edaphic distress as it is predominantly cultured in poor soil of rainfed regions. Therefore, to know the performance of the rainfed castor to balanced nutrient management modules, a field experiment was conducted for two consecutive Kharif seasons in 2020 and 2021. Crop responded favorably to the balanced nutrition. We observed substantial improvement in seed yield (44%), oil yield (49%), gross return (54%), and net return (133%) with the application of the recommended dose of fertilizer (RDF) + 20 kg ZnSO4 ha−1 along with foliar spray of 2% water soluble complex fertilizer (WSCF) @ 40 days after sowing (DAS). + over soil application of RDF and 125 % RDF. Due to better crop response in terms of growth and yield, rainwater use efficiency (RWUE), partial factor productivity (PFP), and agronomic efficiency (AE) were also higher with RDF + 20 kg ZnSO4 ha−1 along with a foliar spray of 2% WSCF @ 40 DAS. Application of 125 % RDF showed enhanced energy consumption (11429 MJ ha−1). While RDF +20 kg ZnSO4 ha−1 along with a foliar spray of 2% WSCF @ 40 DAS showed 45% and 17% higher energy output compared to the RDF and 125% RDF. Due to higher energy output, the same treatment exhibited 55 and 21 % higher net energy gain over RDF and 125% RDF, respectively. As per as the carbon (C) footprint is concerned, RDF + 20 kg ZnSO4 ha−1 along with a foliar spray of 2% WSCF @ 40 DAS was observed to be slightly C expensive with 8 % higher carbon input due to higher rates of manpower and machinery utilized. However, it displayed higher C output (45%), net C gain (56%), C efficiency ratio (33%), C efficiency (37%), and C sustainability index (32%) indicating efficient C management over RDF. Overall, RDF +20 kg ZnSO4 ha−1 along with foliar spray of 2% WSCF @ 40 DAS appeared to be the productive, profitable, energy efficient, and even favorable in respect of C footprint than soil application of RDF or 125 % RDF.",,,
JOUR,"Management of soil cover and tillage regimes in upland rice-sweet corn systems for better system performance, energy use and carbon footprints","['Kundu, Arindam', 'Kundu, Champak Kumar', 'Dey, Prithwiraj', 'Rana, Soham', 'Majumder, Jhumur', 'Bera, Anurag', 'Paramanik, Bappa', 'Patra, Partha Sarathi', 'Uddin, Md Galal', 'Abioui, Mohamed', 'Saraswat, Anuj']",Heliyon,10,e26524,2024,2024/02/29/,2405-8440,https://doi.org/10.1016/j.heliyon.2024.e26524,['https://www.sciencedirect.com/science/article/pii/S2405844024025556'],"['Carbon footprint', 'Conservation tillage', 'Live mulching', 'Global warming potential', 'Energy use']","This study investigates the effects of tillage and mulching regimes on rice-sweet corn systems in the lower Gangetic plains, focusing on region-specific and crop-specific impacts on soil-crop-environmental parameters. The experiment consisted of three levels of tillage: conventional (CT), minimum (MT), and zero (ZT), and four levels of mulching: live, leaf litter, paddy straw, and no mulching. The results show that ZT tillage resulted in higher bulk density (BD) compared to other treatments, despite an increase in soil organic carbon (SOC). Live and leaf litter mulching led to slight reductions in BD in the upper soil layers. CT resulted in net depletion of SOC whereas ZT registered a positive sequestration rate of 1.19 Mg ha−1 yr−1. Live and leaf litter mulching increased SOC sequestration by 42.6% and 38.8% compared to paddy straw mulching, respectively. Initially, ZT resulted in a 10.3% reduction in system productivity compared to CT, while MT yields were comparable to CT. However, mulching regimes consistently improved production by 16.4%–25.2% as compared to no mulch. ZT and MT were found to be more affordable than CT, with cost savings of 18.2% and 6.8%, respectively. ZT had the highest B: C ratio, indicating better economic efficiency. Among the mulching treatments, live mulching was the most economical. Both ZT and MT saved input energy by approximately 22.9% and 13.5%, respectively compared to CT. Live mulching resulted in the highest net energy and energy output. Compared to CT, ZT reduced carbon footprint (CF) by 41.5 and 22.2% in rice and sweet corn, respectively. MT scored midway between ZT and CT in all parameters. CT exhibited several limitations, including high input energy requirements, high cost of cultivation, poor economic efficiency, negative environmental impacts, and loss of SOC. ZT initially experienced yield reduction and lower net returns in the early years. Therefore, MT was identified as the best alternative in the initial years before transitioning completely to ZT, as it provided comparable yields to CT with better overall benefits. Among the soil cover regimes, live mulching was found to be the most favorable option across all dimensions.",,4,
JOUR,"Natural resources, consumer prices and financial development in China: Measures to control carbon emissions and ecological footprints","['Hussain, Muzzammil', 'Wang, Wei', 'Wang, Yiwen']",Resources Policy,78,102880,2022,2022/09/01/,0301-4207,https://doi.org/10.1016/j.resourpol.2022.102880,['https://www.sciencedirect.com/science/article/pii/S0301420722003257'],"['Financial development', 'Natural resources', 'Population density', 'Carbon emissions', 'Ecological footprints']","China's natural resources are a major factor in its rapid financial development. In this race of development, the environment is compromised and China became the top polluted country in the world. A sustainable environment is required for sustainable development. Unlike others, we examine CO2 emissions and ecological footprint (EFP) to compare the role of natural resource rents (NRR), consumer prices (CP), financial development (FD), and population density (PD) in China. To empirically estimate the proposed linkages, the latest econometric techniques are used i. e, “Stationarity and co-integration tests with structural breaks and the autoregressive distributed lag models”. Findings report U-shaped Environmental Kuznets Curve (EKC) for CO2 emissions and EFP, which means GDP is helping to control CO2 emissions and EFP in China. However, natural resources, consumer prices, and population density are increasing environmental degradation. Moreover, financial development is helpful to decrease carbon emissions and ecological footprints. China needs to re-consider the policy regarding consumer prices, dense inhabitant population and use of natural resources.",,,
JOUR,Carbon footprint of general practice: Retrospective case study of GP offices in a rural department of France,"['Houziel, Claire', 'Prothon, Emmanuel', 'Trinh-Duc, Albert']",The Journal of Climate Change and Health,14,100273,2023,2023/11/01/,2667-2782,https://doi.org/10.1016/j.joclim.2023.100273,['https://www.sciencedirect.com/science/article/pii/S266727822300072X'],"['Carbon footprint', 'Environment', 'Global warming', 'Sustainable development', 'General practice']","Context The medical sector has a significant impact on greenhouse gas emissions which, in turn, impacts global health. In the context of the climate emergency, measures should be adopted to reduce greenhouse gas emissions from the health care sector. So far, few regulations have been implemented for general practice facilities, despite the fact that the potential impact of general practice is large, due to the size of this sector. This study seeks to establish the carbon footprint of general practices in a rural French department, and to identify the main vectors of CO2 emissions. Materials and Methods Three general practitioners’ offices located in Lot-et-Garonne agreed to participate in this study. This retrospective study extrapolated the carbon footprint of the practices during 2020 using the ADEME BEGES method and Life Cycle Assessment. We collected data and accounting reports directly from practices regarding different potential CO2 emission sources (electricity, water, transport, waste, digital activities, stationery, and medical equipment). Results Medical practices emitted an average of 39.8t of CO2 equivalent in 2020, i.e. 1.5 kg of CO2eq per consultation. Transportation was the main vector of emissions with 95 % of the total (83 % via patient transportation and 12 % via physician transportation), followed by medical equipment (3 %), electricity consumption (1.1 %), office supplies (0.7 %), digital activities (0.1 %), then water and waste (both, < 0.1 %). Conclusion General Practice generates a significant amount of CO2 and, therefore, requires specific actions to be implemented to reduce its impact on the environment.",,,
JOUR,Integrating BIM with carbon footprint assessment of buildings: A review,"['Alvi, Suhail Ameer', 'Kumar, Hemant', 'Khan, Rizwan A.']",Materials Today: Proceedings,93,497,2023,2023/01/01/,2214-7853,https://doi.org/10.1016/j.matpr.2023.08.158,['https://www.sciencedirect.com/science/article/pii/S2214785323044267'],"['BIM', 'Carbon dioxide emission', 'Estimation system', 'Revit', 'Low carbon', 'Construction industry']","Climate change is one of the world's majorconcerns today.In addition to being one of the largest energy consumers, the building sector emits substantial amounts of greenhouse gases (GHGS). Globally, the building sector consumes 40% of the annual energy and emits 30% of the GHGS. The effort is therefore made throughout various phases of planning and design to measure emission levels and energy consumption concerning local climate, living culture, ecology, and construction style. To reduce Carbon Dioxide (CO2) emissions and energy consumption, international research is being carried out to develop a Building Information Modelling (BIM) based detection system that allows easy estimation of CO2 emissions & energy consumption. Such emissions can then be analysed quickly and objectively, and the necessary changes to support energy-efficient design can be implemented. The study focused on the initial stages of design because choices made at this time determine a large portion of a building's life cycle effects and cannot easily be changed afterwards.",504,,UKIERI Concrete Congress – ‘Sustainable Concrete Infrastructure’
JOUR,Carbon footprint of tourism in Spain: Covid-19 impact and a look forward to recovery,"['Osorio, Pilar', 'Cadarso, María-Ángeles', 'Tobarra, María-Ángeles', 'García-Alaminos, Ángela']",Structural Change and Economic Dynamics,65,303,2023,2023/06/01/,0954-349X,https://doi.org/10.1016/j.strueco.2023.03.003,['https://www.sciencedirect.com/science/article/pii/S0954349X23000358'],"['Tourism', 'Carbon emissions', 'Multiregional input-output model', 'Pandemic impact', 'Scenarios, Classification codes, L83, Z30, C67, D57, Q51, Q56']","Tourism is very vulnerable to climate change and the disruption of Covid-19, facing two challenges: fighting climate change pursuing its carbon emissions goals, and recovering from the complex pandemic effects. We contribute to the incomplete understanding of tourism emissions pandemic impact and in different post-covid recovery scenarios. Using official data on tourists' consumption, we calculate the carbon footprint of tourism in Spain in 2019 and 2020 under different recovery pathways, including changes in consumption patterns and emissions efficiency, using a multiregional input-output model. Results show that the carbon footprint of tourism in Spain fell by 63% in 2020 compared to pre-pandemic levels, which would be aligned with the current sectoral decarbonisation target. However, the new tourists’ consumption patterns resulting from the pandemic are insufficient to increase tourism sustainability if they imply pre-pandemic consumption levels. The results provide empirical ground for the binary debate on “recovery or reform”.",318,,
JOUR,Energy use and carbon footprint in response to the transition from indica rice to japonica rice cropping systems in China,"['Xi, Min', 'Xu, Youzun', 'Zhou, Yongjin', 'Wu, Chenyang', 'Tu, Debao', 'Li, Zhong', 'Sun, Xueyuan', 'Wu, Wenge']",Energy,299,131408,2024,2024/07/15/,0360-5442,https://doi.org/10.1016/j.energy.2024.131408,['https://www.sciencedirect.com/science/article/pii/S0360544224011812'],"['Rice cropping system', 'Energy use efficiency', 'Carbon footprint', 'Economic benefits']","Energy flow and environmental impacts are crucial factors in sustainable agriculture. Field experiments were conducted to evaluate the energy consumption, economic benefits and carbon footprint (CF) of Japonica rice (JR) and indica rice (IR) cropping systems. The results showed that the JR system could provide favourable income combined with improved yields compared to those of the IR system, with growth rates of 47.0 % and 9.8 %, respectively. Fertilizer application, diesel fuel, and machinery were the major contributors to energy consumption regardless of the system. Compared to those of the IR system, the JR system attained a higher energy consumption, mainly resulting from seeds and fertilizers, reducing the average energy use efficiency by 5.6 %. There was no significant difference in the average eco-efficiency between the two cropping systems. Although the JR system exhibited a greater carbon input (941.2 kg CO2-eq ha−1) than that of the IR system (828.7 kg CO2-eq ha−1), it exhibited a comparable CF per unit of rice production due to its greater output. These results suggest that adopting the JR system could be a promising alternative for increasing grain production without increasing environmental costs in China. Applying innovative fertilization methods or products, efficient machinery will help achieve high productivity and environmental friendliness.",,,
JOUR,Shaping a greener tomorrow: Analysing the impact of environment-friendly technology on ecological footprints in emerging asian economies,"['Dar, Arif Billah', 'Bhanja, Niyati', 'Paul, Manas', 'Farooq, Umar']",Journal of Cleaner Production,452,142130,2024,2024/05/01/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.142130,['https://www.sciencedirect.com/science/article/pii/S0959652624015786'],"['Ecological footprint', 'Environment kuznets curve', 'Income turning points', 'Environment-friendly technology', 'Emerging asian economies']","The impact of environment-friendly technology on environment quality is an unsettled debate having generated more heat than light. Given this context, the study explores the impact of environment-friendly on ecological footprints using the Environmental Kuznets Curve framework. Utilizing Panel Autoregressive Distributive Lag model for aggregate ecological footprint doesn't show the evidence of environment-friendly technology improving environmental quality. However, disaggregated analysis reveals significant reductions in footprints related to Built-up, Crop, Fishing Grounds, and Grazing lands, with positive impacts observed on Forest and Carbon footprints. We also estimate the turning points of per capita income, confirming heterogeneous and footprint-specific Kuznets curves. Notably, we show that environment-friendly technology plays a crucial role in delaying depletion in Built-up land and contracting the depletion phase of Fishing Grounds along the Kuznets curve trajectory. The study, therefore, underscores the importance of environment-friendly technology in addressing environmental challenges and promoting environmental sustainability.",,,
JOUR,"Government efficiency, green technology, and ecological footprint: Strategic framework for natural resource management efficiency targets","['Wang, Erhong', 'Padhan, Hemachandra', 'Pruseth, Sujit Kumar', 'Ma, Junwei']",Resources Policy,91,104826,2024,2024/04/01/,0301-4207,https://doi.org/10.1016/j.resourpol.2024.104826,['https://www.sciencedirect.com/science/article/pii/S0301420724001934'],"['Ecological footprint', 'Government efficiency', 'Green technology', 'Natural resources', 'BRICS economies']","This study examines the roles of government efficiency and green technology in the ecological footprint of Brazil, Russia, India, China, and South Africa's (BRICS) economies from 2002 to 2016. The paper considers the Panel-corrected Standard Errors (PCSEs) and the Dynamic Generalised Method of Moments (GMM) estimations to empirically validate the hypothesis. The findings from different estimation techniques indicate that government efficiency reduces the ecological footprint. However, green technology raises the ecological footprint. Other indicators, such as the institutions' voice of accountability, control of corruption, and regulatory policy, do not significantly affect the ecological footprint. Therefore, the governments of the BRICS economies should encourage government efficiency by substituting cleaner energy and hydrogen economies in natural resources to achieve a net-zero emissions target by 2050.",,,
JOUR,Mitigating the carbon footprint in Jordan by designing an artificial lake system to improve domestic tourism,"['Al-Khawaldeh, Mustafa Awwad', 'Al-Habahbeh, Osama M.', 'Al-Kasasbeh, Riad Taha', 'Al-Adwan, Romil S.']",Results in Engineering,20,101579,2023,2023/12/01/,2590-1230,https://doi.org/10.1016/j.rineng.2023.101579,['https://www.sciencedirect.com/science/article/pii/S2590123023007065'],"['Artificial lake engineering design', 'Carbon footprint', 'Domestic tourism', 'Jafer basin', 'Pumping station']","This work investigates mitigating the carbon footprint in Jordan by altering the travel patterns of the population. This goal can be accomplished by creating a new tourist destination that has a marine environment, similar to overseas destinations. Based on recent data, it is estimated that half a million Jordanians would prefer a domestic destination instead of traveling abroad, provided that it has a marine environment. This shift in travel preferences would result in an estimated reduction of 320,000 tons of CO2 emissions every year. The proposed new destination is an artificial lake created in the Jafer basin, located in southeastern Jordan. The area has a natural depression that is suitable for this purpose. The proposal involves excavating a 140 km-long tunnel connecting the Gulf of Aqaba to the Jafer basin, where seawater is pumped into the basin to create the lake, with a water volume of 2000 MCM. The design is based on keeping the water's level steady in the lake. The proposed design is shown to be feasible, with an optimal tunnel diameter of 4 m, excavated at constant depth. In order to maintain a uniform water pressure, 15 pumping stations should be installed along the tunnel. The total cost of the project is estimated at 5.5 B$. This cost is not only used for mitigating carbon footprint but also for increasing the real estate value of the area around the lake, and a more healthy distribution of population in the country.",,,
JOUR,"Agricultural carbon footprint, energy utilization and economic quality: What causes what, and where?","['Cui, Yu', 'Khan, Sufyan Ullah', 'Sauer, Johannes', 'Kipperberg, Gorm', 'Zhao, Minjuan']",Energy,278,127886,2023,2023/09/01/,0360-5442,https://doi.org/10.1016/j.energy.2023.127886,['https://www.sciencedirect.com/science/article/pii/S036054422301280X'],"['Agricultural carbon footprint', 'Energy utilization', 'Economic quality', 'Main grain-planting provinces', 'China']","China, being a significant agricultural country and the world's greatest carbon emitter, is today faced with the combined problems of improving agricultural economic quality and reducing carbon emissions, all while dealing with resource constraints. Exploring the nexus and internal mechanism between agricultural carbon footprint (CF), energy utilization and economic quality thereby implies practical significance. For these reasons, the current study intends to explore the nexus and internal mechanism between agricultural CF, energy utilization, and economic qualities of main grain-planting provinces in China. Multi-approaches like, Autoregressive Distributed Lag (ARDL) model, the Granger Causality Test based on the Vector Error Correction Model (VECM), and Impulse Response and Variance Decomposition (IRVD) methods, and a time-series data in the duration from 1997 to 2019 are employed. The findings indicate that: 1) Agricultural CF, energy utilization and economic quality demonstrate an increasing trend; 2) There exists environmental Kuznets curve (EKC) in agricultural CF in China's main grain-planting provinces; 3) Energy utilization negatively influenced agricultural CF in both the short-term and long-term; 4) In the short-term and long-term, a bidirectional causality exist among agricultural CF and economic quality, as well as a unidirectional causality from energy utilization to agricultural CF and economic quality.",,,
JOUR,Carbon footprint of a news broadcasting organisation,"['Fouladvand, Javanshir', 'Oudendijk, Rutger', 'Hooimeijer, Marieke', 'Derks, Reinier', 'Berndsen, Sven']",Sustainable Production and Consumption,39,257,2023,2023/07/01/,2352-5509,https://doi.org/10.1016/j.spc.2023.05.004,['https://www.sciencedirect.com/science/article/pii/S2352550923000994'],"['CO emission', 'Greenhouse gas emissions', 'Sustainable organisation', 'Broadcast media industry', 'Emission reduction', 'Environmental assessment']","Carbon footprint analysis has been used as a well-known indicator to study the carbon dioxide emissions of organisations and productions. Although various studies and approaches are developed, none focus on news broadcasting organisations. Therefore, the carbon footprint of such organisations and carbon emission reduction strategies are not well understood. This lack of knowledge potentially undermines such organisations' sustainability and blocks their contribution to the higher level sustainability goals. To address this gap, for the first time, this study aims to explore and quantify the carbon footprint of news broadcasting organisations. The current study took Nieuwsuur, a Dutch news broadcasting organisation, as a case study. The results demonstrated that the news broadcasting organisation emits 235.28 t of CO2eq yearly. The study categorised the CO2 emissions into five main categories, namely: (i) travel and transport, (ii) office and studio, (iii) accommodation, (iv) materials, and (v) waste, which for each of them sub-categories have been defined and studied. Travel and transport contributed the most to the carbon footprint of such organisations. Within this category, air travel has the most significant share (27 % of total emissions), which cannot be mitigated due to the nature of news broadcasting organisations. In contrast, commuter travel and outsourced travel (together with 37.6 % of total emissions) have considerable potential for reducing carbon emissions. The following categories are office and studio, with 20.7 % of total emissions and materials, with 4.9 % of total emissions. The study recommended that working from home and outsourcing from sustainable companies are the easiest and most effective carbon reduction strategies. Other emissions reduction strategies are discussed for each category, and recommendations are provided.",268,,
JOUR,Improving potential of reactive nitrogen and carbon footprint of intensified greenhouse cucumber-tomato production with optimized drip irrigation with nitrogen reduction strategies,"['Ding, Wuhan', 'Zhang, Guilong', 'Yi, Xiaopei', 'Kang, Jiahao', 'Zhang, Jing', 'Li, Guichun', 'Zhang, Jianfeng', 'Chang, Naijie', 'Li, Hu']",Journal of Cleaner Production,424,138898,2023,2023/10/20/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.138898,['https://www.sciencedirect.com/science/article/pii/S0959652623030561'],"['Greenhouse cucumber-tomato field', 'Nitrogen budget', 'Reactive nitrogen footprint', 'Carbon footprint', 'Drip irrigation', 'Nitrogen fertilization']","Guaranteeing a robust supply of vegetables is a significant public welfare endeavor. However, the implementation of irrational water and fertilizer regimes in greenhouse vegetable fields (GVF) has resulted in adverse environmental impacts. Therefore, it is crucial to develop water and fertilizer regimes to maintain the productivity of greenhouse vegetables with less carbon (C) and reactive nitrogen (Nr) footprint. A four growing seasons experiment involving the cultivation of cucumbers and tomatoes was conducted in the suburbs of Beijing. The experiment comprised three treatments: flood irrigation with a conventional urea-N application (FN), drip fertigation with a conventional urea-N application (DN), and drip fertigation with a 50% reduction of urea-N application (DRN). The results showed that about 70% of annual N inputs in GVF were surplus, posing a high risk of loss. For the FN treatment, the N budget, Nr loss, Nr footprint per unit of vegetable yield (NrFY), Nr footprint per unit of net return (NrFR), greenhouse gas (GHG) emissions, C footprint per unit of vegetable yield (CFY), C footprint per unit of net return (CFR) were respectively quantified as follows: 1653 kg N ha−1 yr−1, 776 kg N ha−1 yr−1, 4.39 kg N t−1 yr−1, 24.48 kg N ¥10000−1 yr−1, 46548 kg CO2-eq ha−1 yr−1, 262.98 kg CO2-eq t−1 yr−1 and 1467.58 kg CO2-eq ¥10000−1 yr−1. Compared with FN, DN significantly reduced Nr loss (25%), NrFY (24%), NrFR (22%), GHG emissions (6%), CFY (4%), while it increased N surplus (9.7%) and produced lower farmers' net return (¥ 13486 ha−1 yr−1). Concurrently, DRN significantly reduced the N surplus, Nr loss, NrFY and NrFR by ∼35%, decreased the GHG emissions, CFY and CFR by ∼20%, and improved farmers' net return by ¥ 674 ha−1 yr−1 compared to FN treatment. Therefore, this study highlighted that an integrated water and fertilizer regulation strategy (drip irrigation replacing flood irrigation coupled with a 50% reduction in chemical N application) can simultaneously achieve environmental and economic benefits in the context of high N inputs. This contributes to the sustainable development of intensive vegetable cultivation systems.",,,
JOUR,The transition patterns of rural household carbon footprint in China,"['Liu, Ludi', 'Xu, Lei', 'Wang, Songyan', 'Tian, Xin']","Resources, Environment and Sustainability",13,100122,2023,2023/09/01/,2666-9161,https://doi.org/10.1016/j.resenv.2023.100122,['https://www.sciencedirect.com/science/article/pii/S2666916123000154'],"['Rural household consumption', 'Carbon footprint', 'Multi-Regional Input–Output', 'Decoupling', 'Logarithmic Mean Division Index']","The carbon footprint of rural household consumption in China has a substantial scale and unique characteristics compared to urban areas. However, there remains a lack of studies that clarify the sources and potential of rural household carbon footprint in China. In this study, we estimated the rural household carbon footprint of 30 provinces in China’s mainland in 2007, 2012, and 2017 based on the Multi-Regional Input-Output model, and investigated the transition patterns with a consideration of the trends, regional differences, driving forces, and structural changes. Results revealed that the carbon footprint of rural household consumption in China grew by 83% from 2007 to 2017 and displayed a weak decoupling from income growth. The transition patterns were observed from three perspectives: Firstly, the primary driving force behind the growth was income increase, while the decrease in carbon footprint intensity slowed down the growth significantly. Secondly, housing and direct emission contributed to 62% of the growth in rural household carbon footprint, while health care, transportation, and other services showed increasing contributions. Lastly, there were notable “higher in the north, lower in the south” regional differences in the per capita rural household carbon footprint, and the gap tended to increase. The main reasons for the regional differences were intensity change, income increase, housing consumption, and direct emission. Our findings can offer decision-making support to guide rural household consumption towards achieving carbon peaking and carbon neutrality goals.",,,
JOUR,Intelligent optimization for modeling carbon dioxide footprint in fly ash geopolymer concrete: A novel approach for minimizing CO2 emissions,"['Wudil, Y.S.', 'Al-Fakih, Amin', 'Al-Osta, Mohammed A.', 'Gondal, M.A.']",Journal of Environmental Chemical Engineering,12,111835,2024,2024/02/01/,2213-3437,https://doi.org/10.1016/j.jece.2023.111835,['https://www.sciencedirect.com/science/article/pii/S2213343723025745'],"['Carbon dioxide (CO)', 'Artificial Intelligence', 'Geopolymer Concrete', 'Climate Change', 'Fly Ash']","In the global effort to mitigate climate change and reduce CO2 emissions, this study introduces an innovative, pioneering approach that combines artificial intelligence and experimental methods to investigate the CO2 footprint (CO2-FP) in fly ash geopolymer concrete materials. Three powerful non-linear intelligent learners, including Gaussian Process Regression (GPR) with Response Surface Methodology (RSM), Support Vector Regression (SVR), and Standalone Decision Tree Regression (DTR) are employed. The models are developed using seven input features related to the curing temperature, fly ash content, concentrations of coarse and fine aggregates, alkaline activators (Na2SiO3, NaOH) content, and superplasticizer. To identify the most influential input features, three different combinations (combo-1, combo-2, and combo-3) of these features are utilized in model building. The models' performance is assessed using key metrics such as coefficient of correlation (CC), Nash Sutcliffe coefficient efficiency (NSE), Mean Absolute Error (MAE), and Root Mean Square Error (RMSE). During the verification phase, the GPR-3 [Combo-3] model emerges as the most efficient in predicting the CO2-FP, with a high CC value of 0.9645 and NSE value of 0.9292. Consistently, Combo-3 demonstrates superior performance across all the models, underscoring the significance of the selected features. The findings of this study provide valuable guidance to industries and policymakers, enabling them to optimize concrete compositions and minimize CO2 emissions, thus contributing to global environmental sustainability.",,1,
JOUR,"The dissolved methane recovery from treated sewage in upflow anaerobic sludge blanket (UASB) reactors: The energy demand, carbon footprint and financial cost","['Medeiros, Diego Lima', 'Santos, Cássio Minghini Quirino dos', 'Ribeiro, Rogers', 'Tommaso, Giovana']",Journal of Environmental Management,343,118258,2023,2023/10/01/,0301-4797,https://doi.org/10.1016/j.jenvman.2023.118258,['https://www.sciencedirect.com/science/article/pii/S0301479723010460'],['Biorefinery. biotechnology. circular bioeconomy. cost-benefit. energy efficiency. environmental impact'],"The goal of this research was to quantify the energy demand and carbon footprint over the life cycle, along with the financial cost, of sewage treatment with the recovery of dissolved methane (d-CH4). The sewage treatment is composed of pre-treatment, followed by treatment in upflow anaerobic sludge blanket (UASB) reactors, trickling filter and secondary decanter, post-treatment with disinfection, and biogas recovery in the three-phase separator of the UASB reactor. The methods used in this study were attributional life cycle assessment and techno-economic analysis – LCA and TEA, respectively. The energy demand, carbon footprint and financial cost for 1 m3 sewage treatment in the evaluated scenario without d-CH4 recovery (S1) were 3.4 MJ, 1.7 kg CO2eq and 0.17 USD respectively, while those with d-CH4 recovery (S2) varied by 12%, −16% and 2.3% compared to S1. The produced biogas for lower heating value in S2 (2.6 MJ) was 27% higher than that in S1 (2.0 MJ) and this varied from 1.3 MJ to 4.6 MJ in the scenarios for different influent chemical oxygen demand (COD) in the sewage treatment plant (STP) and COD removal efficiency in the UASB reactor. The highest eco-efficiency for 1 MJ heat production from the STP biogas was achieved in the scenario with d-CH4 recovery, higher influent COD, higher COD removal efficiency in the UASB reactor, d-CH4 saturation, photovoltaic electricity supply, and a higher energy efficiency in d-CH4 recovery combined (S2,COD+,R+,S,PV,EE+), which reduced the energy demand by 55%, carbon footprint by 66% and financial cost by 63% compared to S1. Furthermore, the STP functionality change from a single-product (biogas) to a multi-product (biogas, water for reuse and biosolid fertilizer) approach (S1,WR, BF and S2,WR,BF) made the biogas a competitive product compared to those from fossil sources. Therefore, resource recovery from the sewage treatment in higher influent COD, higher COD removal efficiency, the use of a more efficient, clean and economical electricity source and higher energy efficiency in d-CH4 recovery in a multi-product STP contribute to achieving the energy self-sufficiency over the life cycle while reducing the carbon footprint and financial cost of its products.",,,
JOUR,On-farm water energy food carbon-footprint nexus index for quantitative assessment of integrated resources management for wheat farming in Egypt,"['Omar, Mohie El Din', 'Nangia, Vinay']",Water-Energy Nexus,6,122,2023,2023/12/01/,2588-9125,https://doi.org/10.1016/j.wen.2023.09.002,['https://www.sciencedirect.com/science/article/pii/S2588912523000176'],"['On-farm WEFE Index', 'Quadrilateral nexus', 'Wheat farming']","To improve the farming efficiency, Egypt has been struggling to narrow the water, energy, and yield gaps owing to exacerbated water shortage. For quantitative diagnosis of farming performance, the paper presented an on-farm water, energy, food, and carbon-footprint (WEFC) nexus index made up of four equally pillars. The arithmetic average preserved the multi-centric approach and equal importance of the four pillars. The index was applied to test and rank 2,042 wheat-based farmer fields in Egypt representing diverse inputs, agronomic and irrigation practices, soil types, and agroecological conditions. The water metric was the ratio of saved water, difference between maximum water consumption recorded in the country and actual water consumption, to the maximum water consumption. Likewise, the energy metric was obtained. The food metric was the ratio of actual yield to maximum yield in the country. The carbon-footprint metric was the ratio of difference between maximum CO2 emission in the country and actual emission to the maximum emission. The index values showed a wide range from 18.69% to 87.33% with a high standard deviation emphasizing the diversity of farming practices, soil types, and agroecological conditions. The highest ten values were recorded in fields with sandy soils, relatively large area, drip irrigation, recommended seeding and fertilization rates, well drainage, weeds removal, and tillage. The drip irrigation system in 51 out of 52 fields had above average value. The lowest ten values were in fields with clay soils and flood irrigation, where 18.7% of 1,780 fields exceeded the above average value. Raised beds with furrow irrigation in 83.15% of 184 fields exceeded the above average value. Fertilization rates of nitrogen and phosphorus in 61% and 53% of fields respectively exceeded the recommended rates with no significant reflection on the food metric. The low index values in fields with flood irrigation were attributed to high water losses causing high water consumption, energy consumption, and CO2 emission. The index was a good indicative of input resources consumption and output production as it varied inversely with water and energy consumption and CO2 emission and proportionally with yield. Since the high-water consumption was the main entry point for low index values in fields with flood irrigation, changing the irrigation to drip system or revisiting the irrigation scheduling and the estimated applied irrigation water amount were recommended. The index can be utilized to quantify the effectiveness of both recommendations and further new site-specific interventions and to assess their impact at scale. The index also recommended land use consolidation where farmers retain ownership of their lands but with cooperative farming.",130,,
