type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,number,end_page
JOUR,Carbon footprint and embodied carbon transfer at city level: A nested MRIO analysis of Central Plain urban agglomeration in China,"['Xing, Zhencheng', 'Jiao, Ziheng', 'Wang, Haikun']",Sustainable Cities and Society,83,103977,2022,2022/08/01/,2210-6707,https://doi.org/10.1016/j.scs.2022.103977,['https://www.sciencedirect.com/science/article/pii/S2210670722002979'],"['Carbon footprint', 'City-level', 'Central Plain urban agglomeration', 'Multi-regional input-output analysis']","With the establishment of several carbon peak and carbon neutrality strategies in China, urban carbon mitigation has become a critical issue. Understanding how cities obtain, distribute, and manage their carbon emissions could be an essential step for collaborative management of regional carbon emission reduction. In the present study, by compiling a nested multi-regional input-output table, an investigation was conducted into the city-level carbon footprints and inter-regional CO2 transfer embodied in the trade of finished goods at home and abroad for 29 cities in Central Plain urban agglomeration. The total carbon footprint of the urban agglomeration was found to be 1144.6 Mt, accounting for 10% of the national emissions, and significant differences were observed in the city-level carbon footprints, ranging from 3.2 Mt (Huaibei) to 176.3 Mt (Zhengzhou). The carbon footprint per capita also varied greatly, from Huaibei (1.4 t) to Jiyuan (20.7 t), and was significantly correlated with GDP per capita. CO2 emissions due to capital formation contributed the most to the carbon footprint, followed by urban consumption. Through the export of numerous industrial products to support infrastructure construction and economic activities, the urban agglomeration received 736.3 Mt net emissions from other regions at home and abroad. Significant embodied CO2 transfer was observed to drift from energy-abundant cities, such as Pingdingshan and Shangqiu, to richer cities, such as Zhengzhou and Luoyang. The inter-city CO2 flows were mainly shaped by heavy industry, construction and service sectors. Finally, targeted mitigation policy methods have been recommended for different types of cities from production and consumption perspectives.",,
JOUR,Linking perception and reality: Climate-sustainability perception and carbon footprints in the Nordic countries,"['Maczionsek, Mara Isabella J.H.', 'Dillman, Kevin Joseph', 'Heinonen, Jukka']",Journal of Cleaner Production,430,139750,2023,2023/12/10/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.139750,['https://www.sciencedirect.com/science/article/pii/S0959652623039082'],,"Nordic countries are often recognized as leaders in climate-sustainability. A potential dissonance exists, however, between this perception and the measured sustainability of their lifestyles. In global terms, they are highly affluent countries spreading their climate impact beyond their borders by importing a large share of the energy and resources used by their residents. In this research, we focus on the potential dissonance between the self-perceived climate-sustainability of the lifestyles in the Nordic countries and the actual consumption-based carbon footprints (CBCF), estimated through a survey-based CBCF calculator with ∼8000 respondents across Sweden, Norway, Denmark, Finland and Iceland. Using bivariate and regression analysis, the study found that across all levels of climate-sustainability perception the CBCF the respondents ranged from 6.3 to 11.3 tCO2-eq/capita, representing a significant difference (79%) between the highest emitting (very low perception) and lowest emitting groups (high perception). A general negative correlation between elevated levels of climate-sustainability perception and CBCF was found, predominantly in the areas of diet, vehicle possession, and consumption of goods and services. Intriguingly, a counterintuitive increase in CBCF at extremely high levels of climate-sustainability perception was seen. Additional factors that contribute to higher climate-sustainability perception are explored, such as age, climate literacy, and pro-climate attitude (PCA). Conversely, individuals with high incomes or belonging to households with children display lower levels of climate-sustainability perception. Across all perception groups, however, the results confront the perception of the Nordics as climate leaders as Nordic CBCFs were still far above the average CBCF for the lowest global 50% of Earth's population and were far above (∼2–4x) suggested 2030 targets to remain below 1.5 °C warming. The findings of this study serve as an invaluable resource for policymakers aiming to align public perception with effective sustainability measures, thereby assisting in reducing CBCF and achieving global climate goals.",,
JOUR,Climate uncertainty effects on bitcoin ecological footprint through cryptocurrency environmental attention,"['Zribi, Wissal', 'Boufateh, Talel', 'Guesmi, Khaled']",Finance Research Letters,58,104584,2023,2023/12/01/,1544-6123,https://doi.org/10.1016/j.frl.2023.104584,['https://www.sciencedirect.com/science/article/pii/S154461232300956X'],"['Climate physical risks', 'TVP-SVAR-SV', 'Cryptocurrency environmental attention', 'Bitcoin energy consumption', 'Bitcoin carbon footprint']","In this study, we investigate the dynamic relationship between physical climate risks and Bitcoin's energy consumption and carbon footprint, focusing on cryptocurrency environmental performance. Our research represents the first endeavor to examine the predictive role of natural disasters and global warming in shaping cryptocurrency environmental attention and Bitcoin's ecological footprint, utilizing the Bayesian TVP-SVAR-SV model. The results reveal a significant increase in Bitcoin's energy usage before 2018 and emphasize the crucial impact of cryptocurrency environmental attention in mitigating Bitcoin's carbon and energy footprint. These findings carry substantial policy implications for both investors and policymakers.",,
JOUR,The evolution of the carbon footprint of Dutch raw milk production between 1990 and 2019,"['Hospers, Jeroen', 'Kuling, Lody', 'Modernel, Pablo', 'Lesschen, Jan Peter', 'Blonk, Hans', 'Batlle-Bayer, Laura', 'van Straalen, Wilfried', 'Dekker, Sanne']",Journal of Cleaner Production,380,134863,2022,2022/12/20/,0959-6526,https://doi.org/10.1016/j.jclepro.2022.134863,['https://www.sciencedirect.com/science/article/pii/S0959652622044365'],"['Dairy', 'Carbon footprint', 'Life cycle assessment', 'Time series', 'Data management', 'Sensitivity analysis', 'Methane', 'Carbon sequestration', 'Climate targets']","The development of the carbon footprint (CF) of raw cow milk over time has been scarcely researched. The objectives of this study are (1) to determine the annual raw cow milk CF in the Netherlands between 1990 and 2019 and (2) to identify the factors explaining the development of the raw cow milk CF over time. We applied Life Cycle Assessment (cradle to farm gate) to the average Dutch dairy system and used data collected from national statistics and from the farm accountancy data network. The CF of raw cow milk produced in the Netherlands in 2019 was 992 g CO2-eq. per kg Fat and Protein Corrected Milk (FPCM), while in 1990 it was 1522 g CO2-eq. (kg FPCM)−1. This represents a reduction of 35%. The reduction rate of the CF is affected by the scope of the CF study, i.e. reduction rate is smaller if direct land use change (dLUC) (32%) and soil organic carbon (SOC) balance (29%) are included in the total CF. Methodological choices affect the absolute level of the CF by up to 27%, but the impact on the reduction rate over time is negligible. The results show that continuous improvement in agricultural practices (increased milk and roughage yields, improved feed efficiency and decreased nitrogen application) has played an important role in reducing the CF of milk over the years. Along with this process, the Dutch dairy system has evolved into less grazing and less land devoted to permanent grasslands which decreased carbon sequestration. In order to achieve climate targets, the annual reduction rate needs to be increased and additional efforts are required if the Dutch dairy sector is to play its part in limiting global warming to 1.5 °C. Special attention is needed for the reduction of greenhouse gas (GHG) emission from enteric fermentation and manure storage. However, the main challenge for the future is to find a balanced set of measures to integrally reduce all the sources of GHG emission within the carbon footprint of milk.",,
JOUR,Where has carbon footprint research gone?,"['Chen, Ru', 'Zhang, Ruoyan', 'Han, Hongyun']",Ecological Indicators,120,106882,2021,2021/01/01/,1470-160X,https://doi.org/10.1016/j.ecolind.2020.106882,['https://www.sciencedirect.com/science/article/pii/S1470160X20308207'],"['Carbon footprint', 'Research fronts', 'Intellectual bases', 'CiteSpace', 'Normative application']","Carbon footprint (CF) stands for a professional term is widely used in the public domain to cope with the threat posed by climate change. With obtained 9848 records of literature information from the database of Web of Science, a bibliometric analysis was implemented to judge the knowledge domain structure and evolution of frontiers in CF research by using the CiteSpace to make up for the lack of previous reviews. The results showed that the CF research was concentrated in the fields of Engineering, Environmental sciences ecology, Science technology other topics, Energy fuels, Computer science and Business economics, and there is a significant cooperative relationship between researchers, especially those with a high volume of publications. The regional layout of intercontinental CF research forces was Europe, North America, and Asia, while that between countries were the United States of America, China, England, Australia and Italy, specifically, the Chinese Academy of Sciences showed the core force of CF research with a high volume of publications and strong cooperation with international institutions. The debate and application of CF accounting method, Case Studies of CF for livestock and its products production, CF estimation for the final consumption of goods and services, Impact of human food consumption on the climate change, Application of Footprint Family for sustainable development, and CF estimation for household consumption and its drivers were the emerging CF research fronts in historical evolution. Therefore, the CF research has its own characteristics in terms of spatial and temporal layout, cooperation intensity and knowledge hierarchy, and the related topics of cross-application of agriculture and energy are becoming the potential frontier of future research. This work not only provides the possible innovative directions, but also a reliable reference for the rapid and comprehensive understanding of CF research for the novices.",,
JOUR,Low-carbon footprint approach to produce recycled compacted concrete,"['Mostazid, Md. Ibrahim', 'Sakai, Yuya']",Ceramics International,49,22219,2023,2023/07/01/,0272-8842,https://doi.org/10.1016/j.ceramint.2023.04.052,['https://www.sciencedirect.com/science/article/pii/S0272884223010003'],"['Concrete debris', 'Compressive strength', 'Heat treatment', 'Autoclaving', 'Production pressure', 'Carbon footprint']","Achieving a closed-loop recycling process with low CO2 emissions remains a challenge for the concrete industry. To improve the recycling of concrete debris, a powder compaction process for concrete waste was designed to obtain recycled compacted concrete (hereinafter referred to as compact) and thermal treatment was proposed to be utilized to improve its strength. However, non-specific investigations of treatment parameters, like-treatment temperature, and duration, do still exist, and the required high production pressure (100 MPa) is impracticable. Therefore, this study aims to evaluate the effectiveness of two novel treatments on compact in improving its strength and reducing its carbon footprint. First, the heat treatment process used in a previous study [1] was expanded by varying immersion durations and treatment temperatures. Second, autoclaving was employed to obtain a stronger compact with different treatment settings. Additionally, in both treatment processes, the efficacy of low production pressure (<100 MPa) was evaluated. For this, eighteen different concrete wastes, having different industrial wastes, like-fly ash, slag, were collected, crushed, and powdered to produce compacts. The treated compacts were characterized based on both compressive strength and carbon footprint to compare the environmental performance of a compact prepared via thermal treatments in the production phase. The test results revealed that increasing water immersion duration (to 48 h) during the heat treatment process improved the compact strength to up to 48 MPa, and autoclaving at higher temperatures (at 220 °C) resulted in a compact strength of up to 98 MPa. Additionally, a strength of 30 MPa was attained even at a low production pressure (10 MPa) after autoclaving. The estimated CO2 emissions of the compact production process developed in this study were as low as 70.6 kg/m3 of compact. At the present stage of the study, it can be deduced that the compact manufactured possesses potential for implementation in various non-structural applications, including the production of pavement blocks and bricks, with lower CO2 emissions.",13,22231
JOUR,Framework proposal for estimating tourist food waste and its carbon footprint in China: Sampling from four main tourist destinations,"['Wang, Ling-en', 'Ni, Xiaowen', 'Li, Yunyun', 'Li, Jiaru', 'Cheng, Shengkui']","Resources, Conservation and Recycling",197,107107,2023,2023/10/01/,0921-3449,https://doi.org/10.1016/j.resconrec.2023.107107,['https://www.sciencedirect.com/science/article/pii/S0921344923002434'],"['Food waste', 'Carbon footprint', 'Tourist', 'Quantitative accounting', 'China']","This study presents the first calculation of the total amount of tourist food waste (TFW) and its carbon footprint (CF) in China. Using first-hand data from the hotel/restaurant/café sector in four popular tourist cities, the TFW and its CF of the food life cycle for 31 regions in 2019 were quantified. The findings reveal that the average amount of TFW in China was 256.90±11.89 g/d/cap, totaling 9.95±0.50 million t of TFW generated in 2019, with grain accounting for 32.69% (3.25±0.24 million t). Furthermore, the annual CF of TFW attained 23.47±0.43 million t carbon dioxide (CO2) eq in 2019. Meat exhibited the largest CF (55.25%). Geographically, the CF of TFW was consistent with the geographical characteristics of the Hu Line, that is, larger toward the southeast. Notably, the CF of TFW during agricultural production (15.96±0.93 million t CO2 eq or 67.99%) accounted for most of the food life cycle.",,
JOUR,"The impact of cleaner energy sources, advanced technology firms, and economic expansion on ecological footprints is critical in sustainable development","['lian, Meng']",Heliyon,10,e31100,2024,2024/06/15/,2405-8440,https://doi.org/10.1016/j.heliyon.2024.e31100,['https://www.sciencedirect.com/science/article/pii/S2405844024071317'],"['Greener energies', 'Financial expansion', 'Sustainable development', 'Ecological footprints']","The environmental degradation accompanying economic growth, despite the potential mitigating effects of technological advancements and cleaner energy sources. This study examines the critical impact of cleaner energy sources, advanced technology firms, and economic expansion on ecological footprints within the context of sustainable development, focusing on the period between 2010 and 2022. By comparing the E7 (emerging seven) and G7 (Group of Seven) economies, the research aims to delineate how these factors collectively influence environmental sustainability in both developing and developed nations. Utilizing a robust panel estimation technique, the study systematically explores the relationship between the adoption of renewable energy technologies, the growth of high-tech industries, and macroeconomic expansion, alongside their respective effects on the ecological footprint, a key indicator of environmental impact. Our statistical analysis reveals significant differences between the E7 and G7 countries. For the G7, investments in cleaner energy and technology sectors have shown a more pronounced effect in reducing ecological footprints, attributed to higher efficiency standards and greater public awareness. In contrast, the E7 countries exhibit a delayed response, owing to varying stages of economic development and technological adoption, although promising trends are emerging. Notably, the G7 demonstrates a more pronounced inclination towards financial imperialism (0.043), while the E7 is significantly influenced by green energy sources (0.258). Policy implications drawn from the findings suggest that targeted investments in green technologies and renewable energy sources, coupled with robust policies supporting economic expansion in a sustainable manner, are crucial for both groups of countries. For the E7, accelerating technology transfer and adopting stricter environmental regulations are key, while the G7 should focus on innovation and the continuous improvement of energy efficiency standards. This dual approach is essential for mitigating the environmental impacts of economic growth and steering the global economy towards a more sustainable trajectory.",11,
JOUR,"Dynamic linkages among oil price, green bond, carbon market and low-carbon footprint company stock price: Evidence from the TVP-VAR model","['Li, Houjian', 'Zhou, Deheng', 'Hu, Jiayu', 'Guo, Lili']",Energy Reports,8,11249,2022,2022/11/01/,2352-4847,https://doi.org/10.1016/j.egyr.2022.08.230,['https://www.sciencedirect.com/science/article/pii/S2352484722016742'],"['TVP-VAR', 'Carbon price', 'Green bond', 'Oil price']","Achieving peak carbon dioxide emissions and carbon neutrality is essential for China to achieve high-quality economic development. This paper uses the Time-Varying Parameter Vector AutoRegression (TVP-VAR) model to explore the dynamic relationship between oil price, green bond index, carbon emission trading price and carbon efficiency index. The time-varying impulse response analysis results show that the oil price has a negative effect on the green bond index and carbon price and a positive impact on the carbon efficiency index in the short and medium term. The green bond index has a positive impact on the carbon price in the short and medium term, and a negative impact on the carbon efficiency index. In addition, carbon price shocks have a positive impact on the carbon efficiency index in the short and medium term. The robustness test indicates that our results are robust. These findings can help formulate relevant policies and prevent financial risks under the influence of energy prices.",,11258
JOUR,Assessing mangrove conservation in China by integrating mangrove ecosystem into ecological footprint accounting,"['Zheng, Yuhan', 'Takeuchi, Wataru', 'Jiang, Qutu']",Ocean & Coastal Management,242,106728,2023,2023/08/01/,0964-5691,https://doi.org/10.1016/j.ocecoaman.2023.106728,['https://www.sciencedirect.com/science/article/pii/S0964569123002533'],"['Carbon footprint', 'Biocapacity', 'Average forest carbon sequestration', 'Remote sensing']","Mangrove conservation effort have been undertaken in China, but there is still a lack of quantitative assessment of its eco-environmental benefits. The ecological footprint (EF) is an important indicator of the sustainability of ecosystems, with carbon footprint (CF) and biocapacity (BC) being key indicators of forest ecosystems. Despite the high carbon sequestration capacity of mangrove ecosystems, they have not yet been included in EF. This study introduces mangrove ecosystems into EF accounting and assesses the eco-environmental benefits of mangrove conservation in China. To achieve this, the net ecosystem exchange (NEE) of mangrove forests was estimated based on the gross primary production and respiration rates. Average forest carbon sequestration (AFCS) and yield factor, key parameters of CF and BC, were calculated from NEE for the first time. The CF and BC of mangrove ecosystems were then refined using newly defined AFCS and yield factor. The proposed framework was applied to the whole mangrove forests in China to assess mangrove conservation efforts. The results showed that the average CF of mangrove forests is about 1000 M ha, which is lower than that of terrestrial forests, while the BC of mangroves is not as high as expected due to the limited area of mangroves. CF and BC vary along the coastline, whereby CF tends to decrease with decreasing latitude while BC remains high at low latitudes owing to the large mangrove area. There is no significant decreasing trend in CF, but BC increases with increasing mangrove area. The newly introduced ecological footprint accounting of mangrove ecosystems suggests that mangrove conservation in China should focus on ecosystem health and expand the area of forestable land. These findings will benefit future management of mangrove ecosystems in China and other countries.",,
JOUR,Drivers for decoupling carbon footprint pressure from economic growth in China’s provinces,"['Liang, Dongzhe', 'Lu, Hongwei', 'Guan, Yanlong', 'Feng, Liyang']",Geography and Sustainability,3,258,2022,2022/09/01/,2666-6839,https://doi.org/10.1016/j.geosus.2022.08.003,['https://www.sciencedirect.com/science/article/pii/S2666683922000554'],"['Carbon footprint pressure', 'Decoupling indicator', 'Decomposition analysis', 'China']","A growing imbalance between energy carbon emissions and vegetation carbon sequestration is a major impediment to achieving Sustainable Development Goals. Decoupling the growing imbalance from economic growth needs a stringent and coordinated package of sustainable policies. Previously, enhancing efficiency and vegetation carbon sequestration were dominant drivers to decouple. However, the role and magnitude of restructurings in the energy sector and economy in decoupling were underestimated. In this context, China’s 30 provinces were selected as study areas. By employing a carbon footprint pressure (CFP) indicator to represent the imbalance, a widely decoupling method was adopted to describe the decoupling state and trend of CFP and economic growth. An extended IPAT equation and the Logarithmic Mean Divisia Index method were further used to reveal the role and magnitude of drivers on decoupling. The findings revealed that the CFP climbed significantly in 26 provinces between 2006 and 2015. We discovered that 22 provinces were working toward absolute decoupling, with 15 provinces achieving it during the 12-th Five-Year Plan. Our analysis revealed that improving energy efficiency was the primary driver of absolute decoupling, while substituting natural gas and oil for coal, reducing industry share, and enhancing carbon sequestration accelerated absolute decoupling. Considering the limited future role of improving energy efficiency and vegetation carbon sequestration, there is an urgent need to optimize and upgrade the structures of the energy sector and economy to mitigate the future climate risk.",3,267
JOUR,"Life cycle energy–carbon–water footprints of sugar, ethanol and electricity from sugarcane","['Hiloidhari, Moonmoon', 'Haran, Srinath', 'Banerjee, Rangan', 'Rao, Anand B.']",Bioresource Technology,330,125012,2021,2021/06/01/,0960-8524,https://doi.org/10.1016/j.biortech.2021.125012,['https://www.sciencedirect.com/science/article/pii/S0960852421003515'],"['Sugarcane', 'Bioenergy', 'Life cycle assessment', 'Water footprint', 'Carbon footprint']","Sugarcane is an important cash crop used for producing sweeteners and also some bioproducts (alcohol and bioenergy). The current study assesses life cycle energy, carbon and water footprint of sugarcane based sugar, ethanol and electricity in India. A farm to factory gate attributional life cycle assessment (LCA) is conducted to assess the energy and carbon footprints whereas the Food and Agriculture Organization’s (FAO) CropWat model is used to estimate the water footprint (green, blue and grey). For the base case, electricity has the highest energy return on investment (EROI), lowest carbon and water footprints among the bioproducts. The choice of allocation method (economic, mass, and energy) impacts the energy and environmental outcomes of the bioproducts. The comparison among four different sugarcane seasons shows that bioproducts available from Adsali sugarcane have the highest EROI, lowest carbon and water footprints. The findings could lead to improved sustainability of sugarcane bioproducts in India.",,
JOUR,Thorough economic and carbon footprint analysis of overall hydrogen supply for different hydrogen carriers from overseas production to inland distribution,"['Kim, Ayeon', 'Lee, Hyunjun', 'Brigljević, Boris', 'Yoo, Youngdon', 'Kim, Suhyun', 'Lim, Hankwon']",Journal of Cleaner Production,316,128326,2021,2021/09/20/,0959-6526,https://doi.org/10.1016/j.jclepro.2021.128326,['https://www.sciencedirect.com/science/article/pii/S0959652621025403'],"['Overall hydrogen supply', 'Overseas hydrogen', 'Hydrogen carrier', 'Economic analysis', 'Carbon footprint analysis', 'Case study']","Environmental problems resulting from fossil-based energy and the depletion of fossil fuels made the alternation of fossil fuels to the environmentally friendly energy resources necessary, and several countries including Korea, Japan, and Germany have recently spotlighted hydrogen as a feasible alternative to fossil fuels. However, the countries heading for the hydrogen economy are usually unable to meet their demands with the inland supply alone due to infrastructure and economic problems caused by expensive resources and a shortage of land. In this kind of background, introducing overseas hydrogen which can be produced economically by utilizing unused resources and land overseas is regarded as an attractive way to meet demands. In this study, an economic as well as a carbon footprint analysis of overall hydrogen supply from overseas to inland for several hydrogen carriers, including liquid hydrogen, liquid organic hydrogen carriers, and ammonia, were conducted. For ship transportation sector, the cross-overs between unit hydrogen costs of liquid organic hydrogen carriers and liquid hydrogen could be found at around 4,000 km and 1 million tons of hydrogen in trends according to distance and amount, respectively. And for distribution sector, pipeline is significantly feasible due to the large amount while trailers show feasibility with hydrogen amount less than around 4,500 tons for delivery sector. A case study of importing hydrogen from Indonesia to Korea was conducted presenting feasibility with all unit hydrogen costs below the 2030 target as stipulated in the Korean roadmap as well as a guideline regarding which sector contributes majorly and should be improved technically and strategically to fulfill the 2040 target in the roadmap. Here, the uncertainty analysis on the overall carbon footprint for the case study was additionally conducted to indicate the future risks of carbon emission from the immature technology.",,
JOUR,"The dynamic impact of natural resources, technological innovations and economic growth on ecological footprint: An advanced panel data estimation","['Ahmad, Mahmood', 'Jiang, Ping', 'Majeed, Abdul', 'Umar, Muhammad', 'Khan, Zeeshan', 'Muhammad, Sulaman']",Resources Policy,69,101817,2020,2020/12/01/,0301-4207,https://doi.org/10.1016/j.resourpol.2020.101817,['https://www.sciencedirect.com/science/article/pii/S0301420720308497'],"['Natural resources', 'Technological innovations', 'Economic growth', 'Ecological footprint', 'Emerging economies', 'CS-ARDL']","The relationship between natural resources and the ecological footprint has critical environmental implications. However, as critical as it is, this domain is insufficiently examined by researchers, and shows ambiguous results. Moreover, these studies do not address the role of technological innovation in shaping the ecological footprint, in an open and explicit manner. Therefore, realizing the need for a more critical evaluation of the intricacies involved in studying the ecological footprint, this study analyzes the linkages between natural resources, technological innovations, economic growth, and the resulting ecological footprint in emerging economies. Drawing on the data from 1984 to 2016, we employed the second-generation panel cointegration methodologies to study the findings of this research. Results of Pesaran's CD test and P&Y's slope homogeneity test confirm the existence of a slope heterogeneity across countries, and correlation amongst cross-sectional units. Moreover, Cointegration results confirm a stable, long-run relationship between the ecological footprint, natural resources, technological innovations, and economic growth. In the long run, natural resources and economic growth increase and expand the ecological footprint, while technological innovations are helpful in abating environmental degradation that takes place a result of this phenomenon. Furthermore, the quadric term for economic growth showed a negative impact on the ecological footprint, i.e., in the presence of the Environment Kuznets Curve (EKC) hypothesis. Additionally, the results from CS-ARDL were reconfirmed by utilizing the Augmented Mean Group (AMG) method. Also, the result of the Dumitrescu-Hurlin Granger causality test shows that any policy to target natural resources, technological innovations, and economic growth significantly alters the ecological footprint and vice versa. Our key findings lead towards the manifestation and emphasis of the importance of appropriate policies for restoring natural resources and at the same time, upgrading technological innovations in order to attain sustainable development goals.",,
JOUR,Carbon and energy footprint analysis of Hungarian transportation activities using a multi-region input-output model,"['Abbood, Kadhim', 'Mészáros, Ferenc']",Current Research in Environmental Sustainability,5,100208,2023,2023/01/01/,2666-0490,https://doi.org/10.1016/j.crsust.2023.100208,['https://www.sciencedirect.com/science/article/pii/S2666049023000014'],"['Carbon and energy footprint', 'Life cycle assessment', 'Multi-region input-output', 'Sustainability', 'Uncertainty', 'Statistics']","The Hungarian transport sector plays a significant role in economic development. Inland transport, air transport, and water transport are the main three modes of moving people and goods in Hungary. Therefore, these three modes affect the environment by contributing a significant amount of carbon and energy footprint. In the literature, there is no such study that identifies the environmental impacts of the Hungarian transport sector. Therefore, the lifecycle-based carbon and energy footprint impacts of Hungarian transport practices were assessed in this study, which took into account international trading links with the rest of the world. The Hungarian economy was modeled as part of a multi-region input-output (MRIO) life cycle evaluation system, which included 40 major economies, including the Hungarian, United States, China, Russia, and others and the rest of the world (ROW) nations. According to the WIOD database definition, each country's economy comprises 35 major industries. The global system of the world economy is equalized by a total of 1435 sectors (41 × 35 = 1435). The method is unique in that the MRIO model was constructed in a stochastic manner, taking into account global trade-related uncertainties. Using data mining and predictive simulation methods, the investigation focused on top carbon-emitting and energy-consuming sectors and countries. The outcome illustrated that Hungary has the highest overall carbon footprint (CFP) and total energy footprint (EFP) contributions, respectively, with 59.94% and 45.18%. Furthermore, the inland transportation market and electricity, gas, and water supply were found to be the most dominant industries in terms of overall CFP, accounting for 46.32% and 18.35%, respectively. With 34.64% of the overall effects, the coke/refined petroleum/nuclear fuel market has the highest proportion of the total energy footprint. The transportation sector has a significant role in the Hungarian economy because of the unique geographic location of the country. In another word, road and train modes are considered the dominant mode of moving goods in Hungary. Therefore, the inland transportation market is the highest contributor sector to the total share of CFP and ranked second in sharing the EFP.",,
JOUR,A model for estimating the carbon footprint of maritime transportation of Liquefied Natural Gas under uncertainty,"['Aseel, Saleh', 'Al-Yafei, Hussein', 'Kucukvar, Murat', 'Onat, Nuri C.', 'Turkay, Metin', 'Kazancoglu, Yigit', 'Al-Sulaiti, Ahmed', 'Al-Hajri, Abdulla']",Sustainable Production and Consumption,27,1602,2021,2021/07/01/,2352-5509,https://doi.org/10.1016/j.spc.2021.04.002,['https://www.sciencedirect.com/science/article/pii/S2352550921001147'],"['Carbon footprint', 'Simulation', 'Maritime transport', 'Liquified Natural Gas, Sustainability']","The demand for Liquefied Natural Gas (LNG) in the global markets has changed significantly. As a result, industries have been forced to consider investing significantly in supply chains to achieve an efficient distribution of LNG for cost efficiency and carbon footprint reduction. To minimize the contribution of LNG maritime transportation to global climate change, there is a need to quantify the carbon footprints systematically. In this research, we developed a novel and practical model for estimating the carbon footprint for LNG maritime transport. Using the MATLAB program, an uncertainty-based carbon footprint accounting framework is created. The Monte Carlo simulation model is built to conduct a carbon footprint analysis while the main input parameters were changed within a reliable range. Later, a multivariate sensitivity analysis is performed using the Risk Solver software to estimate the most significant parameters on the net carbon footprints. The sensitivity analysis results showed that that steam process day and steaming fuel consumption are found to be the most sensitive parameters for the overall carbon footprint for both Laden and Ballast trips. Furthermore, it was found that the Q-Max vessel produces more carbon emissions when compared to the Q-Flex, although both are traveling the same distance and are using the same fuel type. The type of fuel is also significantly affecting the emission values due to the relevant carbon content in the fuel. Like the case of the two conventional vessels, the one that is running with the only LNG is found to have fewer emissions when compared to the one run with dual-mode.",,1613
JOUR,"Forecasting energy demand, supply, and carbon footprint for greenfield planning in the context of net zero systems: Case study on Western Sydney Aerotropolis in New South Wales, Australia","['Rajarathnam, Gobinath', 'Shikata, Kentaro', 'Zahedmanesh, Arian', 'Matsuda, Naohiko', 'Fimbres Weihs, Gustavo', 'Verbic, Gregor', 'Abbas, Ali']",Smart Energy,12,100117,2023,2023/11/01/,2666-9552,https://doi.org/10.1016/j.segy.2023.100117,['https://www.sciencedirect.com/science/article/pii/S2666955223000242'],"['Emissions', 'Energy demand model', 'Greenfield site', 'Net zero', 'Energy supply model', 'Sydney aerotropolis']","Abstract Greenfield precincts offer an opportunity to develop energy hubs, which can help the transition to carbon neutrality. However, this requires a detailed demand model, which is often not available in the early planning stages. To address this need, this paper proposes a novel methodology for building a demand model using available information, including types of zones/sectors present on-site, historical energy consumption of those sectors at a national level, and energy consumption studies on floor-stock basis (i.e., floor area). We apply this approach in a case study energizing the proposed Aerotropolis Core Precinct (ACP) within the wider Aerotropolis site to be constructed in Western Sydney, New South Wales, Australia. The model also looks at supplying this demand, and the corresponding associated emissions, for the years 2025, 2035 and 2050 – in line with Australia’s Net Zero-time horizon. Results show that ACP demand increases from 368 GWh in 2025 to 1,233 GWh in 2035 then 1,444 GWh in 2050, as is expected moving from partial to full operation and accounting for temperature-dependent demand fluctuations. Electrical demand is 62% of total demand, while thermal is 38%. Generated supply is estimated to increase from 221 MW (2025) to 866 MW (2035) and 1,077 MW (2050), accounting for capacity factors. Emissions associated with that demand will change from 185 ktCO2eq to 229 ktCO2eq then decrease to 201 ktCO2eq due to an increasingly “greener” technology mix predicted (i.e., no use of coal due to shutdowns of coal-fired power plants, and very little gas use by 2050). These methods and estimates provide a decision-making basis for government policy-making, energy planning, and technology supply for greenfield sites, as well as provide a platform to invite stakeholder engagement.",,
JOUR,Effect of co-digestion and hydrodynamic disintegration on the methane potential of sewage sludge and organic fraction of municipal solid waste with consideration of the carbon footprint,"['Walczak, Justyna', 'Karolinczak, Beata', 'Zubrowska-Sudol, Monika']",Energy,282,128949,2023,2023/11/01/,0360-5442,https://doi.org/10.1016/j.energy.2023.128949,['https://www.sciencedirect.com/science/article/pii/S0360544223023435'],"['Co-digestion', 'Hydrodynamic disintegration', 'Sewage sludge', 'Organic fraction of municipal solid waste', 'Carbon footprint']","The study objective was to investigate the applicability of co-digestion and/or hydrodynamic disintegration as potential methods of methane production intensification from sewage sludge (SS) and the organic fraction of municipal solid waste (OFMSW) with consideration of carbon footprint (CF) assessment. Methane production was determined by means of biochemical methane potential tests. For co-digestion, the highest increase in methane production (53.8 %) was observed for the SS:OFMSW mixing ratio 40:60. Hydrodynamic disintegration at all tested energy densities (10, 30 and 60 kJ/L) caused release of soluble organic compounds from both substrates, although accelerated methane production was only observed at 10 kJ/L. An increase in methane potential for substrates disintegrated separately did not imply analogical results for the disintegration of their mixture. Within the assumed limits, CF per 1 Nm3 of produced methane, CF per 1 t of wet feedstock for the digester, and estimated CF per 1 kWh produced were also calculated. Comparable values of all indicators were obtained for monodigestion and co-digestion. The highest CF indices were achieved for monodigestion of disintegrated SS and increased significantly with applied energy density. The obtained results can serve as valuable material for operators of wastewater treatment plants facilitating the selection of sustainable methods of increasing renewable energy production.",,
