type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,number,end_page,secondary_title
JOUR,Integrated straw-derived biochar utilization to increase net ecosystem carbon budget and economic benefit and reduce the environmental footprint,"['Guo, Ru', 'Qian, Rui', 'Naseer, Muhammad Asad', 'Han, Fei', 'Zhang, Peng', 'Jia, Zhikuan', 'Chen, Xiaoli', 'Ren, Xiaolong']",Field Crops Research,307,109247,2024,2024/03/01/,0378-4290,https://doi.org/10.1016/j.fcr.2023.109247,['https://www.sciencedirect.com/science/article/pii/S0378429023004409'],"['Straw-derived biochar', 'Net ecosystem carbon budget', 'Carbon footprint', 'Nitrogen footprint', 'Net ecosystem economic benefit']","Context Crop residues are often returned to the soil to achieve soil carbon (C) sequestration in the agricultural sector, thereby mitigating climate change and soil degradation. However, direct straw incorporation may increase the risks of greenhouse gas (GHG) and reactive nitrogen (Nr) emissions. Objective and methods To comprehensively evaluate whether straw-derived biochar is a feasible alternative to straw for increasing grain yields and soil C sequestration while reducing GHG and Nr emissions in cropland, we conducted a two-factor field trial on maize farmland in northwest China during 2019–2021. Factor one comprised three straw incorporation methods (straw removal (T), total straw incorporation (S), and straw-derived biochar incorporation (B; biochar application at a straw/biochar ratio of 33%)) and factor two comprised two nitrogen (N) fertilizer application rates (0 and 300 kg ha–1). The relative benefits of the treatments for the maize productivity, net ecosystem carbon budget (NECB), carbon footprint (CF), nitrogen footprint (NF), and net ecosystem economic benefits (NEEB) were comprehensively evaluated by using the life cycle assessment (LCA) and Z-score methods. Results N fertilizer application was the main factor that increased maize productivity, NECB, NF, and NEEB in the maize agroecosystem. Under conventional N application, NECB increased by 244.0% (1647.37 kg C ha–1 yr–1) under SN compared with TN, and heterotrophic respiration (Rh) and N2O emissions increased by 70.3% and 34.9%, respectively. By contrast, BN increased NECB by 295.8% (1996.79 kg C ha–1 yr–1), and decreased Rh and N2O emissions by 8.2% and 20.9%, respectively. Hence, BN reduced the net global warming potential (NGWP) and greenhouse gas intensity (GHGI) of the farmland ecosystems by 56.4% (1609.49 kg CO2-eq ha–1 yr–1) and 46.5%, respectively, compared with SN. Moreover, the grain yield, water use efficiency (WUE) and N use efficiency increased significantly under BN compared with TN. Compared to SN, integrated straw-derived biochar utilization (pre-farm abatement + BN management on the farm) reduced the average CF and NF of the maize agroecosystem by 350.2% (4004.85 kg CO2-eq ha–1 yr–1) and 16.5% (12.68 kg N-eq ha–1 yr–1), respectively, and improved NEEB by $ 624.7 ha–1 yr–1. Conclusions Integrated straw-derived biochar utilization may be applied as a sustainable and economical straw alternative to straw for enhancing soil C sinks and reducing GHG and Nr emissions. Implications or significance Integrated straw-derived biochar utilization is an economically friendly and sustainable method for straw utilization in dryland maize production, and highly significant for mitigating climate and environmental degradation.",,,
JOUR,"The Footprint of tourism: a review of Water, Carbon, and Ecological Footprint applications to the tourism sector","['Casals Miralles, Cristina', 'Barioni, Debora', 'Mancini, Maria Serena', 'Colón Jordà, Joan', 'Boy Roura, Mercè', 'Ponsá Salas, Sergio', 'Llenas Argelaguet, Laia', 'Galli, Alessandro']",Journal of Cleaner Production,422,138568,2023,2023/10/10/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.138568,['https://www.sciencedirect.com/science/article/pii/S0959652623027269'],"['Sustainability', 'Life cycle assessment', 'Tourism', 'Water footprint', 'Carbon footprint', 'Ecological footprint']","Tourism places pressures on the environment through the services provided (accommodation, food, leisure activities, and transport), meanwhile it is particularly vulnerable to global warming as climate is a crucial component of destinations’ attractiveness. As a result, research focusing on the impacts of tourism has increased significantly. Practitioners consult a plethora of frameworks and publications to environmentally assess tourism but none of the existing guidelines provides specific recommendations making difficult to obtain reliable results that can be properly replicated and compared. This paper discusses the use of Footprint family indicators in tourism through a review of studies that measure the Water, Carbon, and Ecological Footprint of tourists. Results show a lack of specific data, and an absence of consensus about the system boundaries and methodologies used for calculation. Food production and transportation are the main drivers of environmental burdens. The Footprint indicators help to understand the trade-offs between environmental effects which can be used to prioritize sustainability efforts in the tourism industry. Additionally, this study presents a critical analysis of the influence on the trip's Footprint of the services provided to different rated tourism experiences (high, medium, and low rated) and offers a reflective comparison on the pressure exerted by visitors and the local population.",,,
JOUR,"Economic impacts, carbon footprint and rebound effects of car sharing: Scenario analysis assessing business-to-consumer and peer-to-peer car sharing","['Vélez, Ana María Arbeláez']",Sustainable Production and Consumption,35,238,2023,2023/01/01/,2352-5509,https://doi.org/10.1016/j.spc.2022.11.004,['https://www.sciencedirect.com/science/article/pii/S2352550922003001'],"['Car sharing', 'Carbon footprint', 'Rebound effects', 'Economic impacts', 'Input and output models']","Car sharing is promoted as one alternative to decrease emissions from personal transport in cities. Most emission assessments have focused on the production and use phase of car sharing, but few have focused on the impacts of changes in consumption. In this article I assess changes in the total output from various sectors and in the carbon footprint of car sharing users from a consumption perspective. This study applied a mixed top-down and bottom-up approach using scenario analysis. It is based on a detailed expenditure analysis that links changes in expenditure to variations in the total output of sectors and the carbon footprint of personal mobility using environmentally extended multi regional input and output analysis. The results show that car sharing can change the total output of several sectors, with traceable climate consequences. Variations in total outputs from sectors depend on existing national economic structures. Car sharing users who abandoned private car ownership can decrease their carbon footprint of transport by approximately 40 %. Car sharing users with a car-free lifestyle who started using car sharing for 3 % of their vehicle kilometres travelled increased their transport carbon footprint by 0.42 % to 0.70 %. Meanwhile, the rebound effects of re-spending can be as high as 70 to 85 %. This indicates that the potential carbon savings from car sharing may be drastically reduced by non-transport related consumption. Differences between the carbon footprints of business-to-consumer and peer-to-peer car sharing users were marginal.",,249,
JOUR,Biochar application reduced carbon footprint of maize production in the saline−alkali soils,"['Zhang, Sheng', 'Xue, Lihua', 'Liu, Ji', 'Xia, Longlong', 'Jia, Pingping', 'Feng, Ying', 'Hao, Xingming', 'Zhao, Xiaoning']","Agriculture, Ecosystems & Environment",368,109001,2024,2024/07/01/,0167-8809,https://doi.org/10.1016/j.agee.2024.109001,['https://www.sciencedirect.com/science/article/pii/S0167880924001191'],"['Greenhouse gas emissions', 'Carbon footprint', 'Biochar application', 'Saline−alkali soils']","The amendment of biochar to cropland has been recommended as a potential strategy to mitigate climate change and increase soil fertility by enhancing carbon (C) storage. Quantifying the environmental benefits and resulting carbon footprint (CF) of integrating biochar and fertilizer treatments is paramount in facing intensified human activities of agricultural land expanding under climate change, especially in fragile inland catchments for saline-alkalis soils. A three−year field experiment was conducted with maize in the Tarim River Basin to monitor greenhouse gas (GHG) emissions, maize yield, soil organic carbon (SOC), and CF from 2020 to 2022. This study involved seven treatments that varied in nitrogen (N) fertilizer, irrigation, and biochar applications: (i) 0N0W (0 kg N ha−1, 0 mm, 0 t ha−1 biochar), (ii) LNLW (100 kg N ha−1, 140 mm, 0 t ha−1 biochar), (iii) LNLWB (100 kg N ha−1, 140 mm,10 t ha−1 biochar), (iv) MNMW (200 kg N ha−1, 220 mm, 0 t ha−1 biochar), (v) MNMWB (200 kg N ha−1, 220 mm, 10 t ha−1 biochar), (vi) HNHW (300 kg N ha−1, 320 mm, 0 t ha−1 biochar) (conventional treatment), and (vii) HNHWB (300 kg N ha−1, 320 mm, 10 t ha−1 biochar). The results showed that biochar amendment (LNLWB, MNMWB, HNHWB) reduced CO2 emissions by (7%, 8%, 7%), accumulative emission of CH4 and N2O (AE) (19%, 15%, 15%), greenhouse gas intensity (GHGI) (32%, 24%, 22%) and CF (77%, 61%, 56%), and increased SOC sequestration (47%, 46%, 46%), maize yield (19%, 12%, 12%) compared to no biochar (LNLW, MNMW, HNHW) CO2 emission (3355, 4141, 4619 kg CO2−C ha−1), AE (148, 221, 469 kg CO2−eq ha−1), GHGI (16.3, 21.2, 40.6 kg CO2−eq t−1 yield), CF (1373, 1990, 2784 kg CO2−C ha−1), SOC (14.2, 15.1, 15.6 Mg C ha−1), maize yield (9.1, 10.6, 11.5 t ha−1). Furthermore, compared to HNHW, LNLWB reduced 32% CO2, 74% N2O, 89% CF, and increased 39% SOC. Overall, the biochar application (10 t ha−1) with reduced N (100 kg N ha−1) input in the Tarim River Basin, is a win−win strategy for reducing CF, enhancing C sequestration, and supporting stable food production, and it is a low–carbon agricultural strategy for farmland in saline−alkali soils.",,,
JOUR,"Optimizing crop nutrition in rainfed castor cultivation for higher productivity, energy efficiency, and reduced carbon footprint","['Kumar, Revappa Mohan', 'Madival, Yamanura', 'Paramesh, Venkatesh', 'Narayanappa, Nagesha', 'Ranganath, Gopalaswamy', 'Jinger, Dinesh', 'Chillarge, Sangappa']",Environmental and Sustainability Indicators,22,100409,2024,2024/06/01/,2665-9727,https://doi.org/10.1016/j.indic.2024.100409,['https://www.sciencedirect.com/science/article/pii/S2665972724000771'],"['Balanced-nutrition', 'Fertilizer', 'Foliar-nutrition', 'Factor-productivity']","Nutrition plays a key role in achieving higher crop productivity. Whereas, rainfed cropping greatly suffers due to imbalanced crop nutrition. Especially, crops like castor mostly face the utmost climatic and edaphic distress as it is predominantly cultured in poor soil of rainfed regions. Therefore, to know the performance of the rainfed castor to balanced nutrient management modules, a field experiment was conducted for two consecutive Kharif seasons in 2020 and 2021. Crop responded favorably to the balanced nutrition. We observed substantial improvement in seed yield (44%), oil yield (49%), gross return (54%), and net return (133%) with the application of the recommended dose of fertilizer (RDF) + 20 kg ZnSO4 ha−1 along with foliar spray of 2% water soluble complex fertilizer (WSCF) @ 40 days after sowing (DAS). + over soil application of RDF and 125 % RDF. Due to better crop response in terms of growth and yield, rainwater use efficiency (RWUE), partial factor productivity (PFP), and agronomic efficiency (AE) were also higher with RDF + 20 kg ZnSO4 ha−1 along with a foliar spray of 2% WSCF @ 40 DAS. Application of 125 % RDF showed enhanced energy consumption (11429 MJ ha−1). While RDF +20 kg ZnSO4 ha−1 along with a foliar spray of 2% WSCF @ 40 DAS showed 45% and 17% higher energy output compared to the RDF and 125% RDF. Due to higher energy output, the same treatment exhibited 55 and 21 % higher net energy gain over RDF and 125% RDF, respectively. As per as the carbon (C) footprint is concerned, RDF + 20 kg ZnSO4 ha−1 along with a foliar spray of 2% WSCF @ 40 DAS was observed to be slightly C expensive with 8 % higher carbon input due to higher rates of manpower and machinery utilized. However, it displayed higher C output (45%), net C gain (56%), C efficiency ratio (33%), C efficiency (37%), and C sustainability index (32%) indicating efficient C management over RDF. Overall, RDF +20 kg ZnSO4 ha−1 along with foliar spray of 2% WSCF @ 40 DAS appeared to be the productive, profitable, energy efficient, and even favorable in respect of C footprint than soil application of RDF or 125 % RDF.",,,
JOUR,"Management of soil cover and tillage regimes in upland rice-sweet corn systems for better system performance, energy use and carbon footprints","['Kundu, Arindam', 'Kundu, Champak Kumar', 'Dey, Prithwiraj', 'Rana, Soham', 'Majumder, Jhumur', 'Bera, Anurag', 'Paramanik, Bappa', 'Patra, Partha Sarathi', 'Uddin, Md Galal', 'Abioui, Mohamed', 'Saraswat, Anuj']",Heliyon,10,e26524,2024,2024/02/29/,2405-8440,https://doi.org/10.1016/j.heliyon.2024.e26524,['https://www.sciencedirect.com/science/article/pii/S2405844024025556'],"['Carbon footprint', 'Conservation tillage', 'Live mulching', 'Global warming potential', 'Energy use']","This study investigates the effects of tillage and mulching regimes on rice-sweet corn systems in the lower Gangetic plains, focusing on region-specific and crop-specific impacts on soil-crop-environmental parameters. The experiment consisted of three levels of tillage: conventional (CT), minimum (MT), and zero (ZT), and four levels of mulching: live, leaf litter, paddy straw, and no mulching. The results show that ZT tillage resulted in higher bulk density (BD) compared to other treatments, despite an increase in soil organic carbon (SOC). Live and leaf litter mulching led to slight reductions in BD in the upper soil layers. CT resulted in net depletion of SOC whereas ZT registered a positive sequestration rate of 1.19 Mg ha−1 yr−1. Live and leaf litter mulching increased SOC sequestration by 42.6% and 38.8% compared to paddy straw mulching, respectively. Initially, ZT resulted in a 10.3% reduction in system productivity compared to CT, while MT yields were comparable to CT. However, mulching regimes consistently improved production by 16.4%–25.2% as compared to no mulch. ZT and MT were found to be more affordable than CT, with cost savings of 18.2% and 6.8%, respectively. ZT had the highest B: C ratio, indicating better economic efficiency. Among the mulching treatments, live mulching was the most economical. Both ZT and MT saved input energy by approximately 22.9% and 13.5%, respectively compared to CT. Live mulching resulted in the highest net energy and energy output. Compared to CT, ZT reduced carbon footprint (CF) by 41.5 and 22.2% in rice and sweet corn, respectively. MT scored midway between ZT and CT in all parameters. CT exhibited several limitations, including high input energy requirements, high cost of cultivation, poor economic efficiency, negative environmental impacts, and loss of SOC. ZT initially experienced yield reduction and lower net returns in the early years. Therefore, MT was identified as the best alternative in the initial years before transitioning completely to ZT, as it provided comparable yields to CT with better overall benefits. Among the soil cover regimes, live mulching was found to be the most favorable option across all dimensions.",4,,
JOUR,"Natural resources, consumer prices and financial development in China: Measures to control carbon emissions and ecological footprints","['Hussain, Muzzammil', 'Wang, Wei', 'Wang, Yiwen']",Resources Policy,78,102880,2022,2022/09/01/,0301-4207,https://doi.org/10.1016/j.resourpol.2022.102880,['https://www.sciencedirect.com/science/article/pii/S0301420722003257'],"['Financial development', 'Natural resources', 'Population density', 'Carbon emissions', 'Ecological footprints']","China's natural resources are a major factor in its rapid financial development. In this race of development, the environment is compromised and China became the top polluted country in the world. A sustainable environment is required for sustainable development. Unlike others, we examine CO2 emissions and ecological footprint (EFP) to compare the role of natural resource rents (NRR), consumer prices (CP), financial development (FD), and population density (PD) in China. To empirically estimate the proposed linkages, the latest econometric techniques are used i. e, “Stationarity and co-integration tests with structural breaks and the autoregressive distributed lag models”. Findings report U-shaped Environmental Kuznets Curve (EKC) for CO2 emissions and EFP, which means GDP is helping to control CO2 emissions and EFP in China. However, natural resources, consumer prices, and population density are increasing environmental degradation. Moreover, financial development is helpful to decrease carbon emissions and ecological footprints. China needs to re-consider the policy regarding consumer prices, dense inhabitant population and use of natural resources.",,,
JOUR,Carbon footprint of general practice: Retrospective case study of GP offices in a rural department of France,"['Houziel, Claire', 'Prothon, Emmanuel', 'Trinh-Duc, Albert']",The Journal of Climate Change and Health,14,100273,2023,2023/11/01/,2667-2782,https://doi.org/10.1016/j.joclim.2023.100273,['https://www.sciencedirect.com/science/article/pii/S266727822300072X'],"['Carbon footprint', 'Environment', 'Global warming', 'Sustainable development', 'General practice']","Context The medical sector has a significant impact on greenhouse gas emissions which, in turn, impacts global health. In the context of the climate emergency, measures should be adopted to reduce greenhouse gas emissions from the health care sector. So far, few regulations have been implemented for general practice facilities, despite the fact that the potential impact of general practice is large, due to the size of this sector. This study seeks to establish the carbon footprint of general practices in a rural French department, and to identify the main vectors of CO2 emissions. Materials and Methods Three general practitioners’ offices located in Lot-et-Garonne agreed to participate in this study. This retrospective study extrapolated the carbon footprint of the practices during 2020 using the ADEME BEGES method and Life Cycle Assessment. We collected data and accounting reports directly from practices regarding different potential CO2 emission sources (electricity, water, transport, waste, digital activities, stationery, and medical equipment). Results Medical practices emitted an average of 39.8t of CO2 equivalent in 2020, i.e. 1.5 kg of CO2eq per consultation. Transportation was the main vector of emissions with 95 % of the total (83 % via patient transportation and 12 % via physician transportation), followed by medical equipment (3 %), electricity consumption (1.1 %), office supplies (0.7 %), digital activities (0.1 %), then water and waste (both, < 0.1 %). Conclusion General Practice generates a significant amount of CO2 and, therefore, requires specific actions to be implemented to reduce its impact on the environment.",,,
JOUR,Integrating BIM with carbon footprint assessment of buildings: A review,"['Alvi, Suhail Ameer', 'Kumar, Hemant', 'Khan, Rizwan A.']",Materials Today: Proceedings,93,497,2023,2023/01/01/,2214-7853,https://doi.org/10.1016/j.matpr.2023.08.158,['https://www.sciencedirect.com/science/article/pii/S2214785323044267'],"['BIM', 'Carbon dioxide emission', 'Estimation system', 'Revit', 'Low carbon', 'Construction industry']","Climate change is one of the world's majorconcerns today.In addition to being one of the largest energy consumers, the building sector emits substantial amounts of greenhouse gases (GHGS). Globally, the building sector consumes 40% of the annual energy and emits 30% of the GHGS. The effort is therefore made throughout various phases of planning and design to measure emission levels and energy consumption concerning local climate, living culture, ecology, and construction style. To reduce Carbon Dioxide (CO2) emissions and energy consumption, international research is being carried out to develop a Building Information Modelling (BIM) based detection system that allows easy estimation of CO2 emissions & energy consumption. Such emissions can then be analysed quickly and objectively, and the necessary changes to support energy-efficient design can be implemented. The study focused on the initial stages of design because choices made at this time determine a large portion of a building's life cycle effects and cannot easily be changed afterwards.",,504,UKIERI Concrete Congress – ‘Sustainable Concrete Infrastructure’
JOUR,Carbon footprint of tourism in Spain: Covid-19 impact and a look forward to recovery,"['Osorio, Pilar', 'Cadarso, María-Ángeles', 'Tobarra, María-Ángeles', 'García-Alaminos, Ángela']",Structural Change and Economic Dynamics,65,303,2023,2023/06/01/,0954-349X,https://doi.org/10.1016/j.strueco.2023.03.003,['https://www.sciencedirect.com/science/article/pii/S0954349X23000358'],"['Tourism', 'Carbon emissions', 'Multiregional input-output model', 'Pandemic impact', 'Scenarios, Classification codes, L83, Z30, C67, D57, Q51, Q56']","Tourism is very vulnerable to climate change and the disruption of Covid-19, facing two challenges: fighting climate change pursuing its carbon emissions goals, and recovering from the complex pandemic effects. We contribute to the incomplete understanding of tourism emissions pandemic impact and in different post-covid recovery scenarios. Using official data on tourists' consumption, we calculate the carbon footprint of tourism in Spain in 2019 and 2020 under different recovery pathways, including changes in consumption patterns and emissions efficiency, using a multiregional input-output model. Results show that the carbon footprint of tourism in Spain fell by 63% in 2020 compared to pre-pandemic levels, which would be aligned with the current sectoral decarbonisation target. However, the new tourists’ consumption patterns resulting from the pandemic are insufficient to increase tourism sustainability if they imply pre-pandemic consumption levels. The results provide empirical ground for the binary debate on “recovery or reform”.",,318,
JOUR,Energy use and carbon footprint in response to the transition from indica rice to japonica rice cropping systems in China,"['Xi, Min', 'Xu, Youzun', 'Zhou, Yongjin', 'Wu, Chenyang', 'Tu, Debao', 'Li, Zhong', 'Sun, Xueyuan', 'Wu, Wenge']",Energy,299,131408,2024,2024/07/15/,0360-5442,https://doi.org/10.1016/j.energy.2024.131408,['https://www.sciencedirect.com/science/article/pii/S0360544224011812'],"['Rice cropping system', 'Energy use efficiency', 'Carbon footprint', 'Economic benefits']","Energy flow and environmental impacts are crucial factors in sustainable agriculture. Field experiments were conducted to evaluate the energy consumption, economic benefits and carbon footprint (CF) of Japonica rice (JR) and indica rice (IR) cropping systems. The results showed that the JR system could provide favourable income combined with improved yields compared to those of the IR system, with growth rates of 47.0 % and 9.8 %, respectively. Fertilizer application, diesel fuel, and machinery were the major contributors to energy consumption regardless of the system. Compared to those of the IR system, the JR system attained a higher energy consumption, mainly resulting from seeds and fertilizers, reducing the average energy use efficiency by 5.6 %. There was no significant difference in the average eco-efficiency between the two cropping systems. Although the JR system exhibited a greater carbon input (941.2 kg CO2-eq ha−1) than that of the IR system (828.7 kg CO2-eq ha−1), it exhibited a comparable CF per unit of rice production due to its greater output. These results suggest that adopting the JR system could be a promising alternative for increasing grain production without increasing environmental costs in China. Applying innovative fertilization methods or products, efficient machinery will help achieve high productivity and environmental friendliness.",,,
JOUR,Shaping a greener tomorrow: Analysing the impact of environment-friendly technology on ecological footprints in emerging asian economies,"['Dar, Arif Billah', 'Bhanja, Niyati', 'Paul, Manas', 'Farooq, Umar']",Journal of Cleaner Production,452,142130,2024,2024/05/01/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.142130,['https://www.sciencedirect.com/science/article/pii/S0959652624015786'],"['Ecological footprint', 'Environment kuznets curve', 'Income turning points', 'Environment-friendly technology', 'Emerging asian economies']","The impact of environment-friendly technology on environment quality is an unsettled debate having generated more heat than light. Given this context, the study explores the impact of environment-friendly on ecological footprints using the Environmental Kuznets Curve framework. Utilizing Panel Autoregressive Distributive Lag model for aggregate ecological footprint doesn't show the evidence of environment-friendly technology improving environmental quality. However, disaggregated analysis reveals significant reductions in footprints related to Built-up, Crop, Fishing Grounds, and Grazing lands, with positive impacts observed on Forest and Carbon footprints. We also estimate the turning points of per capita income, confirming heterogeneous and footprint-specific Kuznets curves. Notably, we show that environment-friendly technology plays a crucial role in delaying depletion in Built-up land and contracting the depletion phase of Fishing Grounds along the Kuznets curve trajectory. The study, therefore, underscores the importance of environment-friendly technology in addressing environmental challenges and promoting environmental sustainability.",,,
JOUR,"Government efficiency, green technology, and ecological footprint: Strategic framework for natural resource management efficiency targets","['Wang, Erhong', 'Padhan, Hemachandra', 'Pruseth, Sujit Kumar', 'Ma, Junwei']",Resources Policy,91,104826,2024,2024/04/01/,0301-4207,https://doi.org/10.1016/j.resourpol.2024.104826,['https://www.sciencedirect.com/science/article/pii/S0301420724001934'],"['Ecological footprint', 'Government efficiency', 'Green technology', 'Natural resources', 'BRICS economies']","This study examines the roles of government efficiency and green technology in the ecological footprint of Brazil, Russia, India, China, and South Africa's (BRICS) economies from 2002 to 2016. The paper considers the Panel-corrected Standard Errors (PCSEs) and the Dynamic Generalised Method of Moments (GMM) estimations to empirically validate the hypothesis. The findings from different estimation techniques indicate that government efficiency reduces the ecological footprint. However, green technology raises the ecological footprint. Other indicators, such as the institutions' voice of accountability, control of corruption, and regulatory policy, do not significantly affect the ecological footprint. Therefore, the governments of the BRICS economies should encourage government efficiency by substituting cleaner energy and hydrogen economies in natural resources to achieve a net-zero emissions target by 2050.",,,
JOUR,Mitigating the carbon footprint in Jordan by designing an artificial lake system to improve domestic tourism,"['Al-Khawaldeh, Mustafa Awwad', 'Al-Habahbeh, Osama M.', 'Al-Kasasbeh, Riad Taha', 'Al-Adwan, Romil S.']",Results in Engineering,20,101579,2023,2023/12/01/,2590-1230,https://doi.org/10.1016/j.rineng.2023.101579,['https://www.sciencedirect.com/science/article/pii/S2590123023007065'],"['Artificial lake engineering design', 'Carbon footprint', 'Domestic tourism', 'Jafer basin', 'Pumping station']","This work investigates mitigating the carbon footprint in Jordan by altering the travel patterns of the population. This goal can be accomplished by creating a new tourist destination that has a marine environment, similar to overseas destinations. Based on recent data, it is estimated that half a million Jordanians would prefer a domestic destination instead of traveling abroad, provided that it has a marine environment. This shift in travel preferences would result in an estimated reduction of 320,000 tons of CO2 emissions every year. The proposed new destination is an artificial lake created in the Jafer basin, located in southeastern Jordan. The area has a natural depression that is suitable for this purpose. The proposal involves excavating a 140 km-long tunnel connecting the Gulf of Aqaba to the Jafer basin, where seawater is pumped into the basin to create the lake, with a water volume of 2000 MCM. The design is based on keeping the water's level steady in the lake. The proposed design is shown to be feasible, with an optimal tunnel diameter of 4 m, excavated at constant depth. In order to maintain a uniform water pressure, 15 pumping stations should be installed along the tunnel. The total cost of the project is estimated at 5.5 B$. This cost is not only used for mitigating carbon footprint but also for increasing the real estate value of the area around the lake, and a more healthy distribution of population in the country.",,,
JOUR,"Agricultural carbon footprint, energy utilization and economic quality: What causes what, and where?","['Cui, Yu', 'Khan, Sufyan Ullah', 'Sauer, Johannes', 'Kipperberg, Gorm', 'Zhao, Minjuan']",Energy,278,127886,2023,2023/09/01/,0360-5442,https://doi.org/10.1016/j.energy.2023.127886,['https://www.sciencedirect.com/science/article/pii/S036054422301280X'],"['Agricultural carbon footprint', 'Energy utilization', 'Economic quality', 'Main grain-planting provinces', 'China']","China, being a significant agricultural country and the world's greatest carbon emitter, is today faced with the combined problems of improving agricultural economic quality and reducing carbon emissions, all while dealing with resource constraints. Exploring the nexus and internal mechanism between agricultural carbon footprint (CF), energy utilization and economic quality thereby implies practical significance. For these reasons, the current study intends to explore the nexus and internal mechanism between agricultural CF, energy utilization, and economic qualities of main grain-planting provinces in China. Multi-approaches like, Autoregressive Distributed Lag (ARDL) model, the Granger Causality Test based on the Vector Error Correction Model (VECM), and Impulse Response and Variance Decomposition (IRVD) methods, and a time-series data in the duration from 1997 to 2019 are employed. The findings indicate that: 1) Agricultural CF, energy utilization and economic quality demonstrate an increasing trend; 2) There exists environmental Kuznets curve (EKC) in agricultural CF in China's main grain-planting provinces; 3) Energy utilization negatively influenced agricultural CF in both the short-term and long-term; 4) In the short-term and long-term, a bidirectional causality exist among agricultural CF and economic quality, as well as a unidirectional causality from energy utilization to agricultural CF and economic quality.",,,
JOUR,Carbon footprint of a news broadcasting organisation,"['Fouladvand, Javanshir', 'Oudendijk, Rutger', 'Hooimeijer, Marieke', 'Derks, Reinier', 'Berndsen, Sven']",Sustainable Production and Consumption,39,257,2023,2023/07/01/,2352-5509,https://doi.org/10.1016/j.spc.2023.05.004,['https://www.sciencedirect.com/science/article/pii/S2352550923000994'],"['CO emission', 'Greenhouse gas emissions', 'Sustainable organisation', 'Broadcast media industry', 'Emission reduction', 'Environmental assessment']","Carbon footprint analysis has been used as a well-known indicator to study the carbon dioxide emissions of organisations and productions. Although various studies and approaches are developed, none focus on news broadcasting organisations. Therefore, the carbon footprint of such organisations and carbon emission reduction strategies are not well understood. This lack of knowledge potentially undermines such organisations' sustainability and blocks their contribution to the higher level sustainability goals. To address this gap, for the first time, this study aims to explore and quantify the carbon footprint of news broadcasting organisations. The current study took Nieuwsuur, a Dutch news broadcasting organisation, as a case study. The results demonstrated that the news broadcasting organisation emits 235.28 t of CO2eq yearly. The study categorised the CO2 emissions into five main categories, namely: (i) travel and transport, (ii) office and studio, (iii) accommodation, (iv) materials, and (v) waste, which for each of them sub-categories have been defined and studied. Travel and transport contributed the most to the carbon footprint of such organisations. Within this category, air travel has the most significant share (27 % of total emissions), which cannot be mitigated due to the nature of news broadcasting organisations. In contrast, commuter travel and outsourced travel (together with 37.6 % of total emissions) have considerable potential for reducing carbon emissions. The following categories are office and studio, with 20.7 % of total emissions and materials, with 4.9 % of total emissions. The study recommended that working from home and outsourcing from sustainable companies are the easiest and most effective carbon reduction strategies. Other emissions reduction strategies are discussed for each category, and recommendations are provided.",,268,
