,Title,Document Type,Authors,Source title,Volume,Year,Page start,Page end,DOI,Link,ISSN,Source,Keywords,Abstract
997,Environmental impact of foreign direct investment in Turkey: does the quality of institutions matter? Evidence from time series analysis using the Fourier extension,Article,Mukiyen Avcı G.,Environmental Science and Pollution Research,30.0,2023,107841,107853,10.1007/s11356-023-29964-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172019611&doi=10.1007%2fs11356-023-29964-x&partnerID=40&md5=cc5a162ed4716182166f45db1de7ee73,09441344,Scopus,Ecological footprint; Fourier function; Institutional quality; Pollution halo hypothesis; Pollution haven hypothesis,"Since the 1980s, Turkey has experienced a significant increase in both foreign direct investment (FDI) and its ecological footprint (EFP). While FDI is widely acknowledged as a pivotal driver of economic growth, its impact on environmental degradation is multifaceted and debated. Moreover, a country’s institutional framework plays a key role in shaping this relationship. Yet, the influence of institutional structures on the FDI-environment nexus is often neglected in current literature. In this study, we investigate the environmental implications of FDI in Turkey from 1984 to 2018, employing time series analysis with a Fourier extension and accounting for institutional quality. Fourier function models give more effective results in modeling structural breaks. We first use Fourier techniques to assess the unit root and cointegration relationship. Upon establishing cointegration, we employ the DOLS estimator, extended with Fourier terms, to determine the long-term coefficients. We then assess the causal relationship between the variables using the Fourier causality test. Our findings indicate that while FDI exacerbates environmental degradation (supporting the pollution haven hypothesis), the interaction term of FDI-institutional quality mitigates this degradation (supporting the pollution halo hypothesis). Given these empirical findings, this study suggests that strengthening Turkey’s institutional quality has the potential to amplify the environmental advantages of FDI, alongside its economic benefits. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
998,"How military spending, economic growth, and renewable energy impacts ecological footprints in Next Eleven nations",Article,Zhu W.; Mehmood U.; Alnafrah I.; Abou Houran M.; Dagestani A.A.,Environmental Science and Pollution Research,30.0,2023,103947,103957,10.1007/s11356-023-29633-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170357532&doi=10.1007%2fs11356-023-29633-z&partnerID=40&md5=7edc63b742d3c7f97a98c3d9bd2d9c11,09441344,Scopus,Ecological footprints; Economic growth; Military spending; Renewable energy,"The objective of this study is to investigate the association between military spending and environmental sustainability within the N-11 countries. There exists a strong correlation between sustainable economic expansion and energy consumption, which in turn results in the generation of elevated levels of carbon emissions. Moreover, it is plausible that a correlation exists between military spending and the degradation of the environment. The primary objective of this study is to examine the emissions of carbon and emissions of greenhouse gases in the N-11 countries, as these nations exhibit comparatively elevated levels of such emissions. Therefore, this study examines the correlation among economic growth, militarization, renewable energy, and environment in the Next Eleven nations from 1990 to 2022. The cross-section autoregressive distributed lag (CS-ARDL) model is employed to analyze the enduring and immediate connections between variables. Empirical evidence indicates that a country’s environment is positively influenced by GDP and militarization. The escalation of military capital intensity has exacerbated the environmental damage. Increasing the adoption of renewable energy sources can mitigate negative environmental impacts over time. This study proposes policy recommendations for sustainable development, including reducing militarization and improving the use of clean energy. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
999,"Effects of urbanization, forestation, internet use, energy consumption, and gross domestic product on environmental degradation in Türkiye",Article,Göksu S.; Göçoğlu V.,International Journal of Environmental Science and Technology,20.0,2023,11373,11390,10.1007/s13762-023-05157-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168564045&doi=10.1007%2fs13762-023-05157-4&partnerID=40&md5=84938bd272b9343dd722174fdab307fc,17351472,Scopus,Autoregressive distributed lag method; Ecological footprint; Environmental degradation; Environmental Kuznets curve; Forestation; Internet use,"As the negative global effects of environmental degradation continue to increase, this common problem of humanity is becoming one of the central focus of countries. In this vein, the present study examines the possible impact of internet use, forestation, energy consumption, gross domestic product per capita, and urbanization on environmental degradation through two dependent variables such as carbon dioxide and ecological footprint, for a robustness check. According to the linear Autoregressive Distributed Lag Method, analyzing the annual data of the 1990–2020 period: (1) there is cointegration in the long run, and, the linear combinations converge to the equilibrium point; (2) the long-run elasticity of gross domestic product per capita is neither negative nor more minor than the short-run elasticity in either model, thus, the Environmental Kuznets Curve hypothesis for Türkiye is not verified; (3) in the long run, all variables, except forestation, increase environmental degradation; (4) while internet usage rates have a finite negative effect, the positive impact of forestation variables on environmental degradation is particularly evident. Regarding causality, (5) bidirectional causality relationship exists between ecological footprint and internet usage rates, forestation, and urbanization. (6) One-way causality relationships exist going from carbon dioxide emissions to gross domestic product per capita, internet use, and forestation rate. The results reveal that while internet use increases environmental degradation by increasing energy consumption, it also reverses the degradation with some positive externalities. Finally, as expected, the increase in forestation appears to be a natural solution for environmental degradation in the country. © 2023, The Author(s) under exclusive licence to Iranian Society of Environmentalists (IRSEN) and Science and Research Branch, Islamic Azad University."
1000,"Testing the Short, Medium, and Long-Term Effects of Shocks on Ecological Balance",Article,Yilanci V.; Adali Z.; Çelik O.; Bari B.,Environmental Management,72.0,2023,741,753,10.1007/s00267-023-01867-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166665398&doi=10.1007%2fs00267-023-01867-0&partnerID=40&md5=29ace37ffdf74283b8891e9436da3921,0364152X,Scopus,Ecological balance; Ecological deficit; Ecological surplus; Fourier functions; Sustainability,"Ecological balance is an indicator of environmental degradation, which is computed as the difference between biocapacity and ecological footprint. In this study, we examine whether the effect of shocks on the ecological balance is permanent or temporary in the EU-15 countries, considering the period from 1961 to 2018. The application of unit root tests, with and without a Fourier function, indicates that the effects of shocks are temporary in only four countries. To reveal the persistence of shocks at different frequencies, that is, the short-, medium-, and long-run, we decomposed the ecological balance series by using the Discrete Wavelet Transform method. The unit root test results show that the effects of shocks are temporary in all countries in the short-run. However, the results also show that the shocks are temporary in nine countries in the medium-run and ten countries in the long-run. Thus, the implemented policies to balance ecology are not effective in the short-run but are effective in only six countries in the medium-term and in only five countries in the long-term. These findings demonstrate the importance of considering different frequencies when testing the effectiveness of empirically implemented policies. Regarding policy implications, this study suggests focusing on medium- and long-term environmental policies rather than short-term ones. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
1001,Effect of hybridization and stacking sequences on mechanical properties and thermal stability of aloe vera-roselle-glass fiber reinforced polymer composites,Article,Vijayan R.; Natarajan E.; Palanikumar K.; Krishnamoorthy A.; Markandan K.; Ramesh S.,Polymer Composites,44.0,2023,6593,6603,10.1002/pc.27582,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165869259&doi=10.1002%2fpc.27582&partnerID=40&md5=bfe35f9cde096d9d0d440d6cf1365dfa,02728397,Scopus,hybridization; mechanical properties; natural fiber; synthetic fiber; thermal stability,"Environment friendly polymer composites made of plant based natural fibers such as bamboo fiber, roselle fiber (RF), aloe vera fiber (AF) oil, or kenaf fiber are cardinal of the current world toward sustainability. They offer lower carbon footprint, higher biodegradability, higher specific strength, higher thermal, and acoustic characteristics. On the other hand, properties of synthetic glass fibers (GFs) such as high specific strength to weight ratio, great resistance during impact, and high durability extend their application perspective for various engineering materials. As such, in the present study, mechanical properties and thermal stability of hybrid laminate comprising of natural fiber (i.e., AF and RF) and synthetic fiber (i.e., GF) fabricated using hand layup process were investigated. Experimental findings reveal that sequencing of the fibers significantly affects properties of the composite. Introducing a layer of AF between RF increased the tensile strength by 30.2% respectively while hybrid laminates composed of three successive layers of RF exhibited 12.6% higher impact strength compared to hybrid laminate composed of AF. Besides, the thermal stability of hybrid laminates was higher (i.e., minimal weight loss of <6.1% when heated up to 800°) compared to neat polymer or laminates with single reinforcement. The enhanced thermal stability, mechanical properties, and tribological properties of the “greener” hybrid laminates can be employed in various structural or lightweight industrial applications. Highlights: Hybridization using natural fibers and synthetic fibers are attempted and investigated. Fiber sequencing significantly affects mechanical properties of the composite. Higher thermal stability of hybrid laminates, that is, minimal weight loss of <6.1% when heated up to 800°. Laminated composed of AF in between RF exhibited lowest frictional coefficient. “Green” hybrid polymer laminate suitable for various structural and lightweight industrial applications is identified. © 2023 Society of Plastics Engineers."
1002,Financial inclusion and environmental pollution in Türkiye: Fresh evidence from load capacity curve using AARDL method,Article,Yurtkuran S.; Güneysu Y.,Environmental Science and Pollution Research,30.0,2023,104450,104463,10.1007/s11356-023-29766-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171372100&doi=10.1007%2fs11356-023-29766-1&partnerID=40&md5=203007d5e9c65688a4ed1d7a6825e1cd,09441344,Scopus,Augmented ARDL; Financial inclusion; Load capacity curve,"Sustainability is an important concept for the whole world. Generally, in order to measure the sustainability of the environment, carbon dioxide emissions and ecological footprint indicators are used. However, these variables do not reflect the supply side of natural resources. Therefore, load capacity factor is an important environmental indicator for a sustainability. Environmental assessment based on the load capacity factor is more meaningful. Besides, improved access to financial services can contribute to environmental sustainability. The effect of financial inclusion on the load capacity factor in Türkiye has not been examined in the current literature. In this context, this study analyzes the impact of financial inclusion, hydropower energy consumption, and life expectancy at birth on environmental sustainability from a different perspective by focusing on load capacity factor. To this end, this study used the newly developed Augmented ARDL method to determine the cointegration relationship between the series and measure the values of the long-term coefficients. Based on the Augmented ARDL method, there is a cointegration relationship between the series. In the long run, hydropower energy consumption reduces pollution, while financial inclusion decreases load capacity factor. The effect of life expectancy at birth on pollution is not significant. Moreover, the results reveal that the load capacity curve hypothesis is valid in Türkiye. As a result, the Turkish government should promote renewable energy sources, especially hydropower energy consumption, align financial services with pollution reduction measures, and contribute to the creation of an environmentally conscious society. © 2023, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
1003,Developing Low-Carbon Composite Cement Concretes (LC4) Using Continuous Particle Packing Approach,Article,Karadumpa C.S.; Pancharathi R.K.,Arabian Journal for Science and Engineering,48.0,2023,12805,12823,10.1007/s13369-022-07584-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145501859&doi=10.1007%2fs13369-022-07584-w&partnerID=40&md5=a97cb24e7d960a9d86cc79e55ab43699,2193567X,Scopus,Carbon footprint; Composite cement; Embodied energy; Modified Andreassen model; Packing density; Particle gradation; Sustainability,"It is known that optimum packing of coarse and finer fractions in grading of aggregates has proved to improve the mechanical, durability and sustainable properties of concretes. In the present work, composite cement (CC) prepared by interblending of fly ash (FA) and granulated blast furnace slag (GBFS) with ordinary Portland cement (OPC) was used to prepare four grades of CC concretes, viz. M20, M30, M40 and M50, based on guidelines recommended by three international standards, viz. Indian Standard 10262:2019 (IS), American Concrete Institute 211.1-91:2000 (ACI), British Standard 8500-2:2015 (BS) and the reference modified Andreassen model (MAM) through ideal packing curves. The main aim of this study is to establish the influence of ideal gradation of total particulate matrix of concrete constituents on fresh, mechanical and sustainable properties of concretes. In the design of MAM-based concrete mixes, the total particulate matter comprising of coarse aggregates, fine aggregates, cement, FA and GBFS was optimized to match the ideal packing curves of MAM. The particle size distribution curves obtained for total particulate matrix of four grades of concretes designed as per IS, ACI and BS are compared with ideal packing curves of MAM. The concrete mixes designed as per MAM showed better sustainable properties and comparable mechanical properties with respect to concrete mixes designed using other international standards. © 2023, King Fahd University of Petroleum & Minerals."
1004,Estimating the national carbon footprint of inhalers in healthcare,Article,Owens S.; Morris K.; Hurley E.; O’Reilly K.; O’Callaghan J.; Allman J.; Linehan D.; McDonald M.; Green S.,Irish Journal of Medical Science,192.0,2023,2251,2253,10.1007/s11845-022-03234-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143708082&doi=10.1007%2fs11845-022-03234-0&partnerID=40&md5=a20ca7cc42a5dc2ee0940dbbdb4bb20e,00211265,Scopus,Asthma; Carbon; COPD; Footprint; Inhaler,"Background: Metered dose inhalers (MDIs) contain greenhouse gases which have a disproportionate effect on the carbon footprint of healthcare. There are more environmentally friendly alternatives such as dry powder inhalers (DPIs) or soft mist inhalers (SMIs). Aims: This study aims to approximate the carbon footprint of inhalers dispensed in Irish healthcare. Methods: Health Market Research data was used to examine the number of inhalers sold in Ireland in 2019 via dispensing data from pharmacy IT systems. The carbon footprint per inhaler data was then used to calculate the total carbon footprint of each drug class, and an estimate for the total carbon footprint of inhalers sold in Ireland was generated. Results: 4,427,287 inhalers were dispensed in Ireland in 2019 of which 2,608,433 (59%) were MDIs and 1,818,854 were DPIs/SMIs (41.1%). The total carbon equivalent of these inhalers was estimated to be 54,765 tCO2. MDIs account for 59% of inhaler units dispensed but account for 97% of inhaler-related carbon emissions. Conclusion: Targeting inhaler prescribing offers the potential to significantly improve the carbon footprint of Irish healthcare. Establishing the current carbon footprint of the inhalers that are prescribed, dispensed, and disposed in Ireland is a necessary baseline to inform moving towards a net zero health service. © 2022, The Author(s), under exclusive licence to Royal Academy of Medicine in Ireland."
1005,Exploring effects of novel chemical modification of biochar on soil water retention and crack suppression: towards commercialization of production of biochar for soil remediation,Article,An Y.; Lu J.; Niu R.; Li M.; Zhao X.; Huang X.; Huang H.; Garg A.; Zhussupbekov A.,Biomass Conversion and Biorefinery,13.0,2023,13897,13910,10.1007/s13399-021-02081-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119477463&doi=10.1007%2fs13399-021-02081-w&partnerID=40&md5=b7be0e2739e16388de352b2e08f59a4f,21906815,Scopus,Biochar; Chemical modification; Crack intensity factor; Water retention,"Recently, incentives have been provided in developed countries for promoting commercialization of biochar production for usage in construction industry. One of the main reasons for such incentives is the carbon sequestration capacity of biochar, which can be highly useful for countries to meet their goals of carbon emission reduction by 2030. In this regard, chemical modification of biochars has also been done to enhance their surface area and functionality, which is useful for adsorption of pollutants. However, rarely any studies are conducted to explore the effect of chemical treatment of biochar on soil cracking and water retention. The major objective of this study is to explore the crack and water retention properties of chemically modified biochar amended soil. Pig manure biochar (PMB) and peach shell biochar (PSB) with contrasting compositions were modified with H3PO4 and KOH. Soils were mixed with modified biochars at four dosages (0, 2, 5, and 8%). Crack intensity factor (CIF) and moisture content were measured during drying-wetting cycles. Results showed that H3PO4-modified biochar has been found to have a higher impact on water retention as compared to KOH-modified biochar. KOH modification instead tends to reduce hydrophilic functional groups on surface of biochar. Pig manure biochar appears to have a higher crack suppression capacity than even functional biochars. In most cases, 5–8% biochar dosage is generally found to be an optimal range for reducing cracks and improving water retention. Based on the given testing conditions, the effect of chemical modification of biochar on cracking appears to be inconclusive. It should be noted that the results in this study are based on a given testing conditions and generalization requires further studies on different types of soils. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature."
1006,Improving hosts’ pre-interaction capabilities for sustainability based on Airbnb host content emergence characteristics,Article,Wang B.; Jin X.; Qu C.,Indoor and Built Environment,32.0,2023,1562,1578,10.1177/1420326X221097279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149108395&doi=10.1177%2f1420326X221097279&partnerID=40&md5=11557de7a702f7fe95196cda3a145f7c,1420326X,Scopus,Airbnb; Host content; Latent Dirichlet allocation; Pre-interaction; Symbolic interaction theory,"The sharing of accommodation as a sustainable environmental solution for the lodging market is prevalent all over the world. However, the rapid expansion and low occupancy rate could be due to the accommodation hosts’ lack of attention to the pre-interaction content while reducing their carbon footprint, which have caused a significant impact on guests’ decision-making and prevented sharing accommodation. To improve the host pre-interaction capabilities and achieve the environmentally friendly potential of sharing accommodation, this research aims to explore the host expression characteristics including important topics and keywords of host pre-interaction content from a symbolic interaction perspective. Conducting the latent Dirichlet allocation machine learning model, keywords clustering characteristics emerged as main topics based on 38,814 listings from Airbnb in Beijing. The result of investigating the features in these topics and the word distribution in three types of properties shows that in a homogenous accommodation community, hosts who make the pre-interaction have more orders than those who do not. At the same time, the focus of hosts on expressing explicit and abundant topic symbols can effectively increase the attractiveness of their listings. However, accommodation hosts who just post a long text but do not emphasize listing key topics would not convince guests to use the accommodation. A variety of practical implications of findings has been discussed for sharing accommodation practitioners to answer the challenge of sustainability. © The Author(s) 2022."
1007,"Estimating nitrous oxide emissions based on TN discharge from municipal wastewater treatment plants: A case study for the city of Xiamen, China",Article,Bai R.; Jin L.; Fu H.; Zhuang M.; Wei Y.,Greenhouse Gases: Science and Technology,13.0,2023,699,712,10.1002/ghg.2230,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161486566&doi=10.1002%2fghg.2230&partnerID=40&md5=98a0867f8d2852d9d8790cf1431e14b8,21523878,Scopus,greenhouse gas; nitrous oxide; total nitrogen; wastewater treatment plant,"Mitigation of nitrous oxide (N2O) emissions is of primary importance to meet the targets of reducing carbon footprints of wastewater treatment plants (WWTPs). This paper takes the N2O discharged from a case study of wastewater treatment plants as the main research object, and then develops a novel algorithm, which can accurately estimate the amount of N2O release, and then applies it to the local wastewater treatment plants. According to the results, the nitrous oxide emission flux and the emission factors (EFs) are discussed. The results include the following: (1) The total amount of N2O discharged from Xiamen wastewater treatment plants between 2018 and 2019 was 3881.29 kg and 3642.97 kg, respectively; (2) the production of N2O emissions based on the total nitrogen (TN) algorithm in the existing wastewater treatment factories in Xiamen was obtained based on the research EFs; and (3) by controlling other factors of WWTPs process such as chemical oxygen demand /nitrogen (COD)/ (N) ratio, dissolved oxygen (DO) concentration, pH value (the degree of concentration of hydrogen ions), and solids retention time (SRT) in the wastewater treatment process, selecting a secondary wastewater treatment process with an economical and reasonable approach can reduce N2O emissions in the wastewater treatment process. © 2023 Society of Chemical Industry and John Wiley & Sons, Ltd. © 2023 Society of Chemical Industry and John Wiley & Sons, Ltd."
1008,Influence of compositional and structural characteristics on food waste for biogas production,Article,Cherukuri N.R.; Parthasarathy P.,International Journal of Environmental Science and Technology,20.0,2023,11219,11230,10.1007/s13762-023-05004-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160242497&doi=10.1007%2fs13762-023-05004-6&partnerID=40&md5=9fb1337ef262bf8795546aac51358c32,17351472,Scopus,Biogas production; Compositional parameters; Degradation potential; Food waste; Physicochemical characteristics; Statistical analysis,"Food waste (FW) management by ‘Waste to Energy’ via anaerobic digestion (AD) is essential to reduce its carbon footprint and environmental impact. Present study aims to provide insights in understanding physicochemical characteristics of three different rice-based cooked FW for biogas production through AD. Three FWs used for the study are vegetables with lentils (VFW), leafy vegetables (LFW), and chicken (MFW). From the results, it is observed that total solids and ash content of VFW are higher than LFW & MFW, with oxygen demand being low in VFW. Dominating Functional groups in LFW, MFW, and VFW are complex organic compounds, low-fat compounds, and less complex organic compounds, respectively. Biogas production in VFW was higher overall, followed by MFW, and least in LFW. Correlation coefficient & cluster analysis reveals the significance of oxygen demand, pH, organic carbon, and volatile solids in biogas production. VFW and MFW, being less complex undergo maximum decomposition and produce more biogas (345 and 339 ml/g VSfed, respectively). LFW with high lignocellulose content produces less biogas (182 ml/g VSfed) due to its recalcitrant nature. It is also observed that deconstruction of the complex organic matters (cellulose and lignin) results in generation of more amorphous cellulose that is easily degradable during AD process. Overall, it can be concluded that VFW and MFW are highly suitable due to high degradability and biogas production. Hence, combination of these FWs with and without pretreatment can be used for upgrading biogas generation can be carried out in future studies. © 2023, The Author(s) under exclusive licence to Iranian Society of Environmentalists (IRSEN) and Science and Research Branch, Islamic Azad University."
1009,Electrochemical Oxidation of Bentazon at Boron-doped Diamond Anodes: Implications of Operating Conditions in Energy Usage and Process Greenness,Article,Valladares N.; Vasquez-Medrano R.; Prato-Garcia D.; Ibanez J.G.,Journal of the Mexican Chemical Society,67.0,2023,518,535,10.29356/jmcs.v67i4.1997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175554135&doi=10.29356%2fjmcs.v67i4.1997&partnerID=40&md5=27bd03dabd373e63b92ce442a151b809,1870249X,Scopus,Bentazon; boron-doped diamond; electrochemical oxidation; process greenness; sustainable energy mix,"We studied the mineralization of the herbicide bentazon (Bn) through advanced electro-oxidation using a non-divided modified Diachem® cell. The treatment system consisted of an array of three boron-doped diamond (BDD) electrodes: cathode-anode-cathode. The chosen variables of interest were current density (j = 0.5, 1.0, and 1.5 mA cm-2), the initial Bn concentration (10, 50, and 100 mg L-1), and the volumetric flow (v = 280, 500, and 750 mL min-1). In all cases, a 0.04 M Na2SO4 and 0.05 M NaHSO4 (pH ~ 2) solution was used as the supporting electrolyte. Results indicate that, at low current densities, up to 86 % of the Bn present in the solution can be removed (j = 1.0 mA cm-2 and v = 500 mL min-1); however, additional increases in j (from 1.0 to 1.5 mA cm-2) slightly increase (2-3 %) the removal efficiency but increase 55 % the carbon footprint and the treatment cost. Likewise, increases in the volumetric flow from 500 to 750 mL min-1 marginally affect the elimination of Bn and the removal of total organic carbon (TOC) in 1% and 4 %, respectively. The highest efficiencies for TOC (68 %) and COD (82 %) removals were obtained with the following operational conditions: j = 1.0 mA cm-2 and v = 750 mL min-1. Values obtained for the instantaneous current efficiency (ICE) showed an exponential reduction, suggesting that mass transfer influences importantly the efficiency of the process. © 2023, Sociedad Química de México."
1010,Which direction for sustainable development? A time series comparison of the impacts of redistributive versus market policies in Bolivia and South Korea,Article,Bell K.; Hickel J.; Arbon R.; Zoomkawala H.,Sustainable Development,31.0,2023,3408,3427,10.1002/sd.2592,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161410370&doi=10.1002%2fsd.2592&partnerID=40&md5=6bb8aacba351b745c8f1e95525b9135d,09680802,Scopus,economic growth; environmental policy; equity; socialism; sustainability transitions; well-being,"This article examines two major policy frameworks for achieving sustainable development: the market-based ‘Green Economy’ approach (exemplified by South Korea), and the redistributive ‘Living Well’ approach (exemplified by Bolivia). We compare the two paradigms in qualitative terms using document analysis, and we assess quantitatively how they have fared in terms of delivering progress towards sustainable development in each country. Time series data for the Sustainable Development Index and the Gini index were examined. The results show that, since ‘Living Well’ was initiated, social outcomes have continued to improve in Bolivia and, while emissions and material footprint have increased, they remain low and within or near sustainable boundaries. By contrast, South Korea has regressed in terms of sustainability. Social indicators have improved, but the Green Economy policy has failed to reduce ecological pressures. This raises significant questions about the legitimacy of the Green Economy paradigm as a model for achieving sustainable development. © 2023 The Authors. Sustainable Development published by ERP Environment and John Wiley & Sons Ltd."
1011,Elevated Temperature Tensile and Creep Performance of Conditioned T7 319 Aluminum Powertrain Alloy for Next Generation Diesel Engine Blocks,Article,Stroh J.; Sediako D.,International Journal of Metalcasting,17.0,2023,2702,2715,10.1007/s40962-022-00949-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145843852&doi=10.1007%2fs40962-022-00949-9&partnerID=40&md5=320fbb4464b2243619b90a7a3f8acf0a,19395981,Scopus,aluminum powertrain alloys; automotive lightweighting; high temperature creep; next generation engines; sand casting; tensile properties,"The drive to lower the carbon footprint of the automotive industry has led to the development of high efficiency diesel engines. The materials used for diesel engine components must withstand greater thermomechanical loading, as compared to gasoline engines. Thus, to determine the feasibility of using conventional aluminum-based powertrain alloys for next generation high efficiency engines, the present study evaluates the elevated temperature (250 and 300 °C) tensile and creep performance of a T7 319-type alloy. To represent real-world conditions, the 319 samples used in this study were extracted from the cylinder bridges of a sand cast engine block and then conditioned at their respective test temperatures for 200 hours. The results indicate that at 250 °C (~30–50 °C above current engine operating temperatures), the tensile strength and creep resistance of the T7 319 alloy will be able to withstand current cylinder pressures (i.e., 22 MPa) and may allow for an increase up to 30–35 MPa. However, at 300 °C, the strength decreases by more than 50% and tertiary creep initiates at 40 MPa. As such, the inherent evolution of residual stress during current engine block manufacturing technologies prevents the safe use of the 319 alloy in engine applications operating at 300 °C. © 2023, American Foundry Society."
1012,Carbon footprint of offshore platform in Indonesia using life cycle approach,Article,Iswara A.P.; Farahdiba A.U.; Boedisantoso R.; Rosyid A.; Priambodo S.; Chiang Hsieh L.-H.,"Environment, Development and Sustainability",25.0,2023,11263,11284,10.1007/s10668-022-02526-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133274691&doi=10.1007%2fs10668-022-02526-w&partnerID=40&md5=7021af8e877a8f7c97ad1c13b11c9bbe,1387585X,Scopus,Carbon footprint; Life cycle approach; Natural gas; Offshore activity; Unmanned platform,"Unlike carbon footprint in fossil fuel usage, few studies have investigated carbon footprint in the upstream petroleum industry. Currently, there is no published offshore carbon footprint study, and the carbon footprint of unmanned offshore platforms in Indonesia remains unclear. This study aims to identify the potential carbon footprint of offshore platforms in the Madura Field during offshore production based on the data activity using the life cycle approach. The data inventory had been monitored for a one-year natural gas production cycle from four unmanned platforms and one processing platform in Madura Field. The results show that the unmanned offshore platforms generated an average of 98.77 kg CO2eq/GJ with a high deviation (± 3.34). The processing platform’s average carbon footprint is 1232 kg CO2eq/GJ, which indicates the wide carbon footprint range between production platforms. Carbon footprint in the offshore platform is essential for completing the cradle to grave footprint identification since it is one of the important environmental sustainable indicators used as environmental evaluation tools. Understanding the footprint level in the upstream petroleum industry is significant for studying climate change’s impact on offshore activity, potential carbon generation released to the environment, and the key step of establishing a carbon reduction plan for the petroleum industry. Therefore, climate sustainability evaluation in the upstream petroleum industry can be assessed continuously. © 2022, The Author(s), under exclusive licence to Springer Nature B.V."
1013,Carbon footprint comparison analysis of passenger car segment electric and ICE-Propelled vehicles in Kuwait,Article,Doust M.; Otkur M.,Alexandria Engineering Journal,79.0,2023,438,448,10.1016/j.aej.2023.08.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168546221&doi=10.1016%2fj.aej.2023.08.033&partnerID=40&md5=cf8b8a384ddb2b46851e216f8266aabb,11100168,Scopus,Battery Electric Vehicle (BEV); Carbon Footprint; Coast Down Matching; Global Warming; Longitudinal Vehicle Modelling,"Considering the decrease in the fossil-fuel reserves and environmental drawbacks of internal combustion engine (ICE) propelled vehicles, the usage of alternative prime movers such as electric vehicles (EVs) has gained significant potential in the last decades. Battery electric vehicles (BEVs), hybrid electric vehicles (HEV), and plug-in hybrid electric vehicles (PHEVs) are a few currently available examples of vehicle electrification. EVs have zero in-use emissions, however, depending on the region to be operated, well-to-wheel (WTW) emissions need to be considered for a realistic carbon footprint effect considering global warming (GW) analysis. Especially, considering the countries where the usage of renewable energy (RE) sources is extremely limited, such as Kuwait and other GCC countries, the benefit of EVs significantly decreases. Within this perspective in this study, an inclusive CO2 emissions analysis for two passenger segment vehicles with different prime movers are analyzed: ICE and electric motor (EM). Longitudinal vehicle models were developed via MATLAB/Simulink software for both prime mover configurations which are capable of simulating the fuel/energy consumption using Toyota Camry and Lexus UX 300e vehicles. The generated CO2 emissions by the two prime movers were compared using the previously generated Kuwait driving cycle (Kuwait DC). The results indicated that the use of BEVs generate fewer CO2 emissions nearly half the amount of what ICE propelled vehicles generate. © 2023 THE AUTHORS"
