type_of_reference,primary_title,authors,journal_name,volume,start_page,year,date,issn,doi,urls,keywords,abstract,number,end_page,secondary_title
JOUR,Health burden and costs attributable to the carbon footprint of the health sector in the European Union,"['Chen-Xu, José', 'Corda, Mariana O.', 'Varga, Orsolya', 'Viegas, Susana']",Environment International,190,108828,2024,2024/08/01/,0160-4120,https://doi.org/10.1016/j.envint.2024.108828,['https://www.sciencedirect.com/science/article/pii/S0160412024004148'],"['Carbon footprint', 'Healthcare sector', 'Sustainable health', 'European Union', 'Burden of disease']","Background The healthcare sector has an environmental impact of around 4.6% of global CO2 emissions, contributing to aggravating the climate crisis. However, the impact of the health sector’s emissions on human health is not regularly assessed. We aim to estimate the health burden and associated costs of the health sector’s carbon footprint within the European Union (EU). Methods We calculated disability-adjusted life years (DALYs) and associated costs based on human health damage factors (DALYs/kg-CO2e) by considering four scenarios. Three scenarios for shared socioeconomic pathways (S1 – high growth, S2 − baseline, and S3 − low growth) represented variations of global society, demographics, and economics until 2100. A fourth scenario (S4) considered the current EU’s 55% reduction goal of greenhouse gas emissions. The healthcare sector’s emissions per capita (in CO2-equivalent) in 2019 were extracted from the Lancet Countdown, and population data were retrieved from Eurostat for the same year. Results In the EU, 365,047 DALYs (95%CI: 194,692–535,403) are expected to be caused by the health sector’s emissions at baseline (S2). In an S1 scenario, the burden would slightly decrease to 316,374 DALYs (95%CI: 170,355–462,393), whereas a S3 scenario would increase 486,730 DALYs (95%CI: 243,365–681,422). If EU’s carbon goals are met, the burden could be substantially reduced to 164,271 DALYs (95%CI: 87,611–240,931). Costs can amount to 25.6 billion euros, when considering DALYs monetisation. Conclusion CO2 emissions from the health sector are expected to significantly impact human health. Therefore, it is important to ensure that EU climate policies for public buildings are in line with the Paris Agreement, increase funding for climate mitigation programs within the healthcare sector, and review clinical practices at the local level.",,,
JOUR,Instrument and Supply Variability: An Opportunity to Reduce the Carbon Footprint of the Operating Room,"['Sathe, Tejas S.', 'Sorrentino, Thomas A.', 'Wang, Kaiyi', 'Yap, Ava', 'Wang, Jaeyun Jane', 'Matthys, Madeline', 'Yin, Raymond', 'Alseidi, Adnan', 'Lee, Hanmin', 'Gandhi, Seema']",Journal of Surgical Research,295,732,2024,2024/03/01/,0022-4804,https://doi.org/10.1016/j.jss.2023.11.004,['https://www.sciencedirect.com/science/article/pii/S0022480423005668'],"['Carbon footprint', 'Instrument and supply variability', 'Sustainability']","Introduction Reducing costs and carbon footprints are important, parallel priorities for the US health-care system. Within surgery, reducing the number of instruments that are sterilized and disposable supplies that are used for each operation may help achieve both goals. We wanted to measure the existing variability in surgical instrument and supply choices and assess whether standardization could have a meaningful cost and environmental impact. Methods We analyzed surgeon preference cards for common general surgery operations at our hospital to measure the number of sterilizable instrument trays and supplies used by each surgeon for each operation. From this data, we calculated supply costs, carbon footprint, and median operative time and studied the variability in each of these metrics. Results Among the ten operations studied, variability in sterilizable instrument trays requested on surgeon preference cards ranged from one to eight. Variability in disposable supplies requested ranged from 17 to 45. Variability in open supply costs ranged from $104 to $4184. Variability in carbon footprint ranged from 17 to 708 kg CO2e. If the highest-cost surgeon for each operation switched their preference card to that of the median-cost surgeon, $245,343 in open supply costs and 41,708 kg CO2e could be saved. Conclusions There is significant variability in the instrument and supply choices of surgeons performing common general surgery operations. Standardizing this variability may lead to meaningful cost savings and carbon footprint reduction, especially if scaled across the entire health system.",,739,
JOUR,Greenhouse gas emissions and carbon and water footprints during processing of Lei bamboo shoots,"['Weng, Zixiang', 'Lu, Shuiqin', 'Cheng, Xuekun', 'Pan, Chunyu', 'Wang, Guangyu', 'Dong, Dejin', 'Li, Zhengcai', 'Zhao, Ziliang', 'Gu, Lei', 'Dong, Linghui', 'Niu, Zhengwen', 'Li, Chong', 'Xu, Lin', 'Zhou, Yufeng', 'Zhou, Guomo']",Journal of Cleaner Production,469,143110,2024,2024/09/01/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.143110,['https://www.sciencedirect.com/science/article/pii/S0959652624025599'],"['Bamboo forests', 'Bamboo products', 'Water pollution', 'Climate change', 'Sustainability', 'Cleaner production']","Lei bamboo shoots are extensively used in the food processing industry, producing solid waste such as bamboo shoot shells and liquid wastewater. This study analyzed several sewage indicators, revealing that the majority exceed the national standards of China for direct water discharge. A field experiment was conducted over a period of 4 months to evaluate the effects of different treatments during the natural decomposition of bamboo shoot shells.The treatment groups consisted of the boiled experimental group (EG) and the control group (CG). Results showed that in EG, the methane emission increased by 8.6% (P < 0.05), the carbon dioxide emission increased significantly by 19.7% (P < 0.01), and the nitrous oxide emission decreased by 37.9% (P < 0.01) relative to those in CG. Regression analysis was employed to establish a relationship model between CH4, CO2, and N2O emission fluxes and temperature and humidity in the EG and CG groups. A specific functional relationship was identified between CH4 and CO2 emission fluxes and temperature and humidity, but N2O emission was present. No significant correlation was found between flux and ambient temperature and humidity (R2 < 0.3). We also estimated that the carbon dioxide emissions and water consumption of producing 1 kg of canned bamboo shoots were 2.8669 kg and 86.8 L, covering the processes in the life cycle of bamboo shoot products. This study identifies the potential water pollution problems and provides insights into resource utilization and recycling in bamboo shoot food processing, facilitating the realization of clean production processes. It also sheds light on the water footprint of bamboo shoot products throughout their life cycle, and the carbon footprint research provides valuable references.",,,
JOUR,Examining the portfolio carbon footprint of Indian banking system,"['Jindal, Abhinav', 'Hishikar, Saket', 'Shrimali, Gireesh']",Journal of Cleaner Production,459,142393,2024,2024/06/25/,0959-6526,https://doi.org/10.1016/j.jclepro.2024.142393,['https://www.sciencedirect.com/science/article/pii/S0959652624018419'],"['Decarbonization', 'Emission accounting', 'Indian banking system', 'Input-output analysis', 'Portfolio carbon footprint', 'Weighted average carbon intensity']","This paper examines the portfolio carbon footprint of Indian banking system. To this end, we combine the emissions data from India's Biennial Update Reports to UNFCCC and Reserve Bank of India's bank database from 2010 to 2016; apply Network for Greening the Financial System's backward-looking methodology and Partnership for Carbon Accounting Financials Standards in conjunction with Leontief's Input-Output technique to estimate the weighted average carbon intensity (WACI) of bank's loans portfolio at three levels – System level, Bank group level and Spatial level. Our major findings include-first, at system level, the carbon footprint of Indian banks shows a rising trend over the study period with the aggregate WACI of bank loans increasing by 9.4% from 332.5 tCO2e/US$ million in 2010 to 363.7 tCO2e/US$ million in 2016. Second, at the group level, while the financed emissions of public sector banks have plateaued, for private sector banks they have nearly doubled during the study period, suggesting the increased exposure to carbon intensive assets. Third, on the spatial level, top five regions by WACI include Delhi, Maharashtra, Gujarat, Tamil Nadu, and Telangana in descending order.",,,
JOUR,Political connections and carbon footprint: A cross-country evidence,"['Tee, Chwee-Ming', 'Wong, Wai-Yan', 'Hooy, Chee-Wooi']",International Review of Economics & Finance,93,69,2024,2024/06/01/,1059-0560,https://doi.org/10.1016/j.iref.2024.04.013,['https://www.sciencedirect.com/science/article/pii/S1059056024002661'],"['Carbon footprint', 'Carbon emissions', 'Carbon intensity', 'Political connections', 'State owned enterprises']","Drawing from a 60 cross-country dataset, this study examined the association between political connections and carbon footprint. Based on carbon emissions and carbon intensity measures, a positive and highly significant association between political connected (PCON) firms and carbon footprint was documented. The study also found that the carbon footprint results were largely driven by direct carbon emissions, while the effect of political connections was stronger for state owned enterprise (SOE). The baseline findings were found to be robust to endogeneity test. Further tests revealed that higher carbon footprint emitted from PCON firms was more pronounced in advanced economies, and in carbon-intensive industries. However, the study found that stronger institutional governance could partially alleviate the significant and positive association between PCON firms and carbon footprint.",,85,
JOUR,The spatial distribution of carbon footprints and engagement in pro-climate behaviors – Trends across urban-rural gradients in the nordics,"['Anttonen, Henna', 'Kinnunen, Antti', 'Heinonen, Jukka', 'Ottelin, Juudit', 'Junnila, Seppo']",Cleaner and Responsible Consumption,11,100139,2023,2023/12/01/,2666-7843,https://doi.org/10.1016/j.clrc.2023.100139,['https://www.sciencedirect.com/science/article/pii/S2666784323000402'],"['Climate change', 'Consumption-based carbon footprint', 'Pro-climate behavior', 'Urban–rural differences']","Climate change mitigation to the 1.5 °C calls for significant and extensive climate actions. Nordic countries are showing high engagement to climate change mitigation while the consumption and lifestyle-based carbon footprints are among the global highest. Majority of global greenhouse gas (GHG) emissions are connected to household consumption where various behavioral changes have been presented in order to reduce the personal carbon footprints. Previous research has shown how behaviors are connected to the living environment and urban structure, which have shown having an impact in forming variations in our lifestyles and behavioral patterns. In this study, with a survey dataset of ∼8000 respondents across the five Nordic countries, the engagement of respondents to different climate and carbon mitigation actions were analyzed and linked to their calculated carbon footprints. Three types of behavioral clusters were found among the respondents, one presenting conscious pro-climate behavior, one relating to frugality behavior, and one cluster related to self-sufficient behavior. The pro-climate behavioral intentions were present more in urbanized areas together with high climate motivation, whereas frugality behavior was level across the urban gradient, and finally respondents from less urbanized areas emphasized self-sufficient behavior. The stated behavioral intentions of the respondents were in contrast to their carbon footprints. Carbon footprints related to leisure consumption were highest in the urban regions and everyday consumption related footprints in the rural regions. Interestingly, only frugality behavior was associated with lower carbon footprints both in everyday and leisure consumption categories, whereas climate conscious behavior was positively related to leisure consumption footprint but negatively related to everyday consumption. The findings emphasize the variation of lifestyles based on different actions in different urban forms where the engagement to climate change mitigation presents differently. The results underline the importance of understanding the role that the built environment plays in being linked to the behavioral patterns and the need to increase the knowledge of the climate impacts of behavioral choices.",,,
JOUR,"Asymmetric relationship between competitive industrial performance, renewable energy, industrialization, and carbon footprint: Does artificial intelligence matter for environmental sustainability?","['Rasheed, Muhammad Qamar', 'Yuhuan, Zhao', 'Haseeb, Abdul', 'Ahmed, Zahoor', 'Saud, Shah']",Applied Energy,367,123346,2024,2024/08/01/,0306-2619,https://doi.org/10.1016/j.apenergy.2024.123346,['https://www.sciencedirect.com/science/article/pii/S0306261924007293'],"['Carbon footprint', 'Competitive industrial performance', 'Artificial intelligence', 'Renewable energy', 'Asymmetric analysis']","Developing nations have emerged as integral contributors to the global economy since the beginning of the 21st century. Their swift economic expansion and associated activities lead to a rise in carbon footprint. Keeping this in view, unlike previous studies, this study unfolds the asymmetric repercussions of competitive industrial performance and renewable energy within the context of the industrialization era in seven Asian developing countries from 1990 to 2020. The panel NARDL and asymmetric panel causality methodologies have been applied for the purpose of nonlinear analysis. According to the results, the advantageous influence of competitive industrial performance is considerably more pronounced than that of industrialization. The coefficient magnitude associated with the negative shock demonstrates a significantly substantial value in comparison to the positive shock concerning the influence of competitive industrial performance on carbon footprint. Both positive and negative changes in competitive industrial performance mitigate carbon footprint. Renewable energy generates favorable consequences by promoting environmental quality via a reduction in carbon footprint. Across various emerging economies in Asia, the rapid rise of industrialization is linked to the deterioration of environmental quality. Finally, artificial intelligence and natural resource rents decrease carbon footprints while information and communication technology intensifies environmental concerns. The research emphasizes the critical nature of integrating artificial intelligence, robotics, and technological industrial competitiveness in order to adequately tackle the carbon footprint in Asian developing countries.",,,
JOUR,Carbon footprints of solar panels in China provinces based on different production and waste treatment scenarios,"['An, Miaorui', 'Sun, Xinlu']",Journal of Cleaner Production,435,140453,2024,2024/01/05/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.140453,['https://www.sciencedirect.com/science/article/pii/S0959652623046115'],"['Photovoltaics', 'Life cycle assessment', 'Carbon emission factor', 'Recycling scenario', 'End-of-life treatment']","The ambitious goal of reaching net-zero worldwide has promoted the development of renewable energy, but the seemingly green energy also requires massive resource and energy consumption during its lifecycle. Especially for China, the top solar panel manufacturer and user, the environmental impacts of solar systems should be concerned in the long-term, particularly in the field of retired photovoltaic (PV) recycling. However, provincial carbon footprints of solar panels based on different production and waste treatment techniques have not been estimated before, including the accumulated and potentially reduced amount of carbon footprints (compared with designed optimal scenarios) in China. This research aims to calculate the total and reduced carbon footprints of solar panels by using the provincial electricity generation data of PVs in China. Results show that the national accumulated carbon emissions of installed panels from 2011 to 2035 would exceed 5 Gt CO2eq by 2060. With advanced production technology and efficient waste treatment, the emissions could be significantly reduced by 50% for the whole lifecycle and 36% for recycling. Although large emission variations existed among provinces, the dominant emission sources shifted from the northwest to eastern regions of China in recent years. Our study provides fundamental guidance to the governmental regulations of waste PVs as well as technological development of recycling treatment scenarios.",,,
JOUR,The relationship between willingness to pay and carbon footprint knowledge: Are individuals willing to pay more to offset their carbon footprint if they learn about its size and distance to the 1.5 °C target?,"['Schleich, Joachim', 'Alsheimer, Sven']",Ecological Economics,219,108151,2024,2024/05/01/,0921-8009,https://doi.org/10.1016/j.ecolecon.2024.108151,['https://www.sciencedirect.com/science/article/pii/S092180092400048X'],"['Carbon footprint', 'Willingness to pay', 'Information disclosure', 'Nudging', 'Experiment']","We examine individuals' willingness to pay to offset their carbon footprint (WTPO) in response to receiving information about (i) their own carbon footprint size (size nudge), and (ii) receiving information about their own carbon footprint size and the gap with per-capita GHG emissions consistent with the 1.5 °C target (distance-to-target nudge). We employ a demographically representative online survey among the adult population in Germany which includes a carbon footprint calculator and the randomized information nudges. Results from estimating double-hurdle regression models suggest that the size nudge increases participants' average WTPO by about one third. Yet, we find only limited support that the distance-to-target nudge affects participants' WTPO. We further find that participants' response to the information nudge is primarily effective for younger participants, females, participants with mid-range income, with high levels of education, and with low to medium-sized carbon footprints, ceteris paribus. Further, the WTPO is positively related with income, education, carbon literacy, and environmental preferences. Also, participants tend to underestimate the size of their carbon footprint relative to that of others. We find no evidence, however, that participants' WTPO depends on whether they believe that their carbon footprint is lower or higher than that of others.",,,
JOUR,"Water, air pollution and carbon footprints of conspicuous/luxury consumption in India","['Bhar, Soumyajit', 'Lele, Sharachchandra', 'Min, Jihoon', 'Rao, Narasimha D.']",Ecological Economics,218,108104,2024,2024/04/01/,0921-8009,https://doi.org/10.1016/j.ecolecon.2024.108104,['https://www.sciencedirect.com/science/article/pii/S0921800924000016'],"['Water footprint', 'Air pollution footprint', 'Carbon footprint', 'India', 'MRIO', 'Luxury consumption', 'Conspicuous/luxury consumption']","The literature on the environmental impacts of household consumption in India focuses on carbon and ecological footprints of income groups. This article connects conspicuous/luxury (C/L) consumption in India to its local, regional and global environmental impacts. We evaluate carbon dioxide (CO2), water, and particulate matter (PM2.5) footprints of consumption disaggregated into food-basic, nonfood-basic, and C/L consumption across expenditure deciles. We find that all three footprints rise, but at different rates, with increasing expenditure. Notably, CO2 and PM2.5 intensities of C/L consumption increase with income, unlike all other intensities of consumption. However, in all three footprints, there is a disproportionate rise in the top decile, which is driven by C/L consumption expenditure more than the pollution intensity of C/L consumption. These results imply that demand reduction measures in C/L consumption could have broad-based and deep environmental benefits, while pollutant-specific mitigation policies may face trade-offs with other environmental impacts. There is a need for further research on connecting local and regional environmental footprints with the actual impacts, to better understand the relationships between conspicuous/luxury consumption and multi-dimensional environmental impacts in developing countries context.",,,
JOUR,Dry direct-seeded rice-wheat rotation system: Lower water and carbon footprint and higher carbon production efficiency and net ecosystem economic benefits,"['Jin, Zhaoqiang', 'Harrison, Matthew Tom', 'Liu, Ke', 'Nie, Lixiao']",Field Crops Research,309,109323,2024,2024/04/01/,0378-4290,https://doi.org/10.1016/j.fcr.2024.109323,['https://www.sciencedirect.com/science/article/pii/S0378429024000765'],"['Rice-wheat rotation', 'Water footprint', 'Carbon footprint', 'Production efficiency', 'Net ecosystem economic benefits']","Context Securing food and energy supplies presents a significant challenge to human survival and progress. The rice-wheat rotation is one of the main food crop systems in China. However, no comprehensive assessment of the water footprint (WF), carbon footprint (CF), carbon production efficiency (CPE), and net ecosystem economic benefits (NEEB) of different rice-wheat rotation systems has been reported. Objective This study was conducted to assess the productivity, WF, CF, CPE, and NEEB of dry direct-seeded, wet direct-seeded, and transplanted rice-wheat (TR-W) rotation systems. The objective was to provide theoretical guidance for the development of clean and sustainable rice-wheat rotation production technology systems. Methods We used a split-plot design, with the main plots being the dry direct-seeded, wet direct-seeded, and transplanted rice planting methods, and the subplots consisting of two rice genotypes. Dry direct-seeded rice was mainly rainfed, ensuring that the soil remained relatively dry so that the soil is kept aerobic during the whole reproductive period of rice. Wet direct-seeded rice continues to keep the soil moist after sowing; the plots were maintained under a water layer of 3–10 cm following the emergence of 4.5 leaves, a condition that persisted until two weeks prior to the rice harvest. Transplanted rice was maintained under a water layer of 3–10 cm following transplanting until 2 weeks prior to the rice harvest. Subsequent to the rice harvest, the above-ground rice stubble was removed, and the ground was tilled with a rotary tiller in preparation for the subsequent wheat planting. Results Results demonstrated that the annual yield from the dry direct-seeded rice-wheat (DR-W) rotation system was comparable to the wet direct-seeded rice-wheat (WR-W) rotation system, while significantly lower than that of the TR-W rotation system. However, the WF of DR-W rotation system was 45.96% and 33.94% lower than that of WR-W and TR-W rotation systems, respectively, and the CF was 35.57% and 25.87% lower than that of WR-W and TR-W rotation systems, respectively. Therefore, its water and carbon production efficiencies were higher than those of WR-W and TR-W rotation systems. In addition, NEEB in DR-W and TR-W was comparable and significantly higher than that in WR-W. Conclusions The DR-W rotation was a promising rotation system according to the comparable annual yield, lower water and carbon footprints, higher CPE, and comparable or higher NEEB in comparison with other rice-wheat rotation systems. Significance We suggest that the DR-W rotation should be promoted as the primary production mode for the rice-wheat rotation.",,,
JOUR,Carbon footprint analysis of an optimized solar-wind-gas coupled heat and power system from system and ecological perspectives,"['Chen, Yuzhu', 'Guo, Weimin', 'Du, Na', 'Yang, Kun', 'Wang, Jiangjiang']",Energy Conversion and Management,313,118637,2024,2024/08/01/,0196-8904,https://doi.org/10.1016/j.enconman.2024.118637,['https://www.sciencedirect.com/science/article/pii/S0196890424005788'],"['Solar-wind-gas coupling system', 'Solar full-spectrum conversion', 'Integrated demand response', 'Operating optimization', 'Specific carbon footprint', 'Ecological view']","The integration of solar full-spectrum and wind devices into district energy systems presents a promising avenue for reducing fuel consumption and advancing renewable energy utilization. To meet the heat and power demands of an industrial park, a solar-wind-gas coupling system is proposed, leveraging an organic Rankine cycle for efficient utilization of renewable and waste heat. Through the optimization of profit maximization via integrated demand response and carbon trading mechanisms, the specific carbon footprint in an ecological perspective considering both direct and indirect emissions is estimated. The findings reveal significant cost savings for users exceeding $400 through the demand response method, alongside a 5% reduction in operating costs for the system through carbon trading, albeit with elevated carbon footprints in energy and exergy domains. Moreover, higher carbon prices are shown to enhance profits due to increased award costs in carbon trading, while concurrently resulting in heightened ecological carbon emissions. This research extends traditional dispatching methods by integrating ecological carbon footprint analysis, offering valuable insights for sustainable energy management strategies.",,,
JOUR,Trade volume affects bitcoin energy consumption and carbon footprint,"['Sarkodie, Samuel Asumadu', 'Ahmed, Maruf Yakubu', 'Leirvik, Thomas']",Finance Research Letters,48,102977,2022,2022/08/01/,1544-6123,https://doi.org/10.1016/j.frl.2022.102977,['https://www.sciencedirect.com/science/article/pii/S1544612322002264'],"['General-to-specific VAR', 'Granger causality', 'Steady-state effects', 'Bitcoin energy consumption', 'Bitcoin carbon footprint']","The environmental sustainability of bitcoin is making waves in the empirical literature, yet, no study has thus far examined the financial determinants of bitcoin energy consumption and carbon footprint. Here, we use novel estimation methods comprising dynamic ARDL simulations and general-to-specific VAR to examine steady-state effects, cumulative impulse-response, and counterfactual shocks of bitcoin trade volume on bitcoin energy and carbon footprint to ensure genuine causal inferences. We observed an increase in bitcoin trade volume spur both carbon and energy footprint by 24% in the long-run, whereas a dynamic shock in trade volume escalates bitcoin energy and carbon footprint by 46.54%.",,,
JOUR,In search for climate neutrality in ice hockey: A case of carbon footprint reduction in a Finnish professional team,"['Uusitalo, Ville', 'Halonen, Vilma', 'Koljonen, Heidi', 'Heikkinen, Suvi', 'Claudelin, Anna']",Journal of Environmental Management,355,120455,2024,2024/03/01/,0301-4797,https://doi.org/10.1016/j.jenvman.2024.120455,['https://www.sciencedirect.com/science/article/pii/S0301479724004419'],"['Climate neutrality', 'Carbon footprint', 'Sports management', 'Ice hockey', 'Life cycle assessment', 'Environmental management']","Mitigation actions in all sectors of society, including sports, to limit global warming have become an increasingly hot topic in public discussions and sports management. However, so far, there has been a lack of understanding and practical examples of how these organizations, especially in team sports, can holistically assess and reduce their climate impacts to achieve carbon neutrality. This paper presents a carbon footprint assessment, implemented actions for GHG emission reduction, and offers the example of a professional Finnish ice hockey team that achieved carbon neutrality. The study is based on a life cycle assessment method. The Results show that the team's carbon footprint was reduced from 350 tCO2eq by more than 50% between seasons 2018–2019 and 2021–2022 in the assessed categories. The most GHG emission reductions were achieved in the team's and spectators' mobility and ice hall energy consumption. Furthermore, the team compensated for their remaining emissions to achieve carbon neutrality. Multiple possibilities for further GHG emission reductions were recognized. The majority of the GHG emissions were linked to the Scope 3 category, indicating that co-operation with partners and stakeholders was a key to success in attaining carbon neutrality. This paper also discusses the possible limitations and challenges that sport organizations face in assessing climate impacts and reducing GHG emissions, as well as the prospects of overcoming them. Since there are many opportunities for sports to contribute to climate change mitigation, relevant targets and actions to reduce GHG emissions should be integrated into all sport organizations' management.",,,
JOUR,Systematic review of carbon footprint of surgical procedures,"['de’Angelis, Nicola', 'Conso, Christel', 'Bianchi, Giorgio', 'Rodríguez, Ana Gabriela Barría', 'Marchegiani, Francesco', 'Carra, Maria Clotilde', 'Lafont, Charlotte', 'Canouï-Poitrine, Florence', 'Slim, Karem', 'Pessaux, Patrick']",Journal of Visceral Surgery,161,7,2024,2024/04/01/,1878-7886,https://doi.org/10.1016/j.jviscsurg.2023.03.002,['https://www.sciencedirect.com/science/article/pii/S1878788623000413'],"['Carbon footprint', 'CO2 equivalent', 'Greenhouse emission', 'Waste', 'Life cycle assessment']","Summary The ecological sustainability of the operating room (OR) is a matter of recent interest. The present systematic review aimed to review the current literature assessing the carbon footprint of surgical procedures in different surgical fields. Following to the PRISMA statement checklist, three databases (MEDLINE, EMBASE, Cochrane Library) were searched by independent reviewers, who screened records on title and abstract first, and then on the full text. Risk of bias was evaluated using the MINORS system. Over the 878 articles initially identified, 36 original studies were included. They considered ophthalmologic surgical procedures (30.5%), general/digestive surgery (19.4%), gynecologic procedures (13.9%), orthopedic procedures (8.3%), neurosurgery (5.5%), otolaryngology/head and neck surgery (5.5%), plastic/dermatological surgery (5.5%), and cardiac surgery (2.8%). Despite a great methodological heterogeneity, data showed that a single surgical procedure emits 4–814 kgCO2e, with anesthetic gases and energy consumption representing the largest sources of greenhouse gas emission. Minimally invasive surgical techniques may require more resources than conventional open surgery, particularly for packaging and plastics, energy use, and waste production. Each OR has the potential to produce from 0.2 to 4kg of waste per case with substantial differences depending on the type of intervention, hospital setting, and geographic area. Overall, the selected studies were found to be of moderate quality. Based on a qualitative synthesis of the available literature, the OR can be targeted by programs and protocols implemented to reduce the carbon footprint and improve the waste stream of the OR.","2, Supplement",14,Écoresponsabilité en chirurgie
JOUR,Towards sustainable electricity generation: Evaluating carbon footprint in waste-to-energy plants for environmental mitigation in Iran,"['Rouhi, Kiana', 'Motlagh, Majid Shafiepour', 'Dalir, Fatemeh', 'Perez, Javier', 'Golzary, Abooali']",Energy Reports,11,2623,2024,2024/06/01/,2352-4847,https://doi.org/10.1016/j.egyr.2024.02.017,['https://www.sciencedirect.com/science/article/pii/S2352484724000982'],"['Greenhouse gas emissions', 'Carbon footprint', 'Waste-to-energy', 'Municipal solid waste management', 'Life cycle assessment', 'Iran']","The environmental impacts of municipal solid waste have become a critical issue in Iran due to rising waste generation and limited waste treatment methods. From a global warming perspective, in 2018, Iran was the seventh-highest greenhouse gas emitter in the world. An implementation should demonstrate that it is possible to estimate the environmental impact of climate change. A simple carbon footprint estimation model for waste-to-energy power plants with a life cycle assessment using the 2006 Intergovernmental Panel on Climate Change (IPCC) guidelines is presented in this study. For this purpose, first the system boundary is determined. Then, the total emissions of each part within boundary are identified in terms of total greenhouse gas emission (and expressed in mass of carbon dioxide equivalent). In conclusion, the carbon footprint of generating one kWh of electricity is estimated. The final emission of the Tehran power plant is calculated at 24.46 ktCO2eq/year. Thus, the carbon footprint is estimated to be 1351.94 g CO2eq/kWh. Key parameters that affect carbon footprint are divided into two groups: emission parameters and electricity generation parameters. The sensitivity analysis of effective parameters showed the distance travelled and weight of waste transported during waste transportation, the fossil carbon content in waste composition has the highest effect on carbon footprint. The study shows a 1.2-fold difference between the carbon footprint of two current scenarios of waste treatment: landfill and waste-to-energy plant. The life cycle emissions of landfills exceed of waste-to-energy plants, indicating that these systems can contribute significantly to addressing the current environmental challenges. Additionally, they offer advantages in terms of electricity generation.",,2632,
JOUR,The carbon footprint of the empty Castilla-La Mancha,"['Córcoles, Carmen', 'López, Luis Antonio', 'Osorio, Pilar', 'Zafrilla, Jorge']",Energy Policy,184,113892,2024,2024/01/01/,0301-4215,https://doi.org/10.1016/j.enpol.2023.113892,['https://www.sciencedirect.com/science/article/pii/S0301421523004779'],"[""Households' carbon footprint"", 'Multiregional input-output model', 'Sustainable consumption', 'Demand-side mitigation', 'Municipality size']","In this paper, we analyze the carbon footprint of Castilla-La Mancha households, a region of the so-called “empty Spain,” and their mitigation potential. For this purpose, we use the environmentally extended multiregional input-output model and the Spanish Households Budget Survey to extract expenditure microdata by municipality size. We find that households in smaller municipalities have a larger total carbon footprint due to their higher direct emissions. Although their consumption is lower than other municipalities, they have a more intensive pattern of embedded carbon consumption. Households in smaller municipalities spend a higher share in private transport and housing-related activities, emitting almost an additional ton of direct carbon emissions. Regarding their mitigation potential, results show that for every euro that municipalities with less than 10,000 inhabitants reduce their consumption, they would reduce emissions by 0.796 kgCO2. However, while the size of the municipality increases, the mitigation potential decreases (0.378 kgCO2 for more than 100,000 inhabitants). This highest mitigation potential will only be achieved if mitigation policies especially favor their inhabitants and if infrastructures and social services are developed to facilitate a change in their consumption patterns.",,,
JOUR,Comparative carbon footprint estimation of three types of wooden door: A case study from China,"['Lao, Wan-Li', 'Li, Wei-Guang']",Journal of Cleaner Production,433,139745,2023,2023/12/25/,0959-6526,https://doi.org/10.1016/j.jclepro.2023.139745,['https://www.sciencedirect.com/science/article/pii/S0959652623039033'],"['Environmental performance', 'Wood-based composite door', 'Solid wood composite door', 'Solid wood door', 'Biogenic carbon storage', 'Emission hotspots']","As one of the most vital wood-based products, the carbon footprint of wooden doors has received increasing attention in recent years. The studies on the carbon footprints of different types of wooden doors are few. In this study, the cradle-to-grave carbon footprints of three types of wooden doors produced in China were comparatively analyzed. Models used for calculating the total life-cycle carbon footprint of a wood-based composite door, a solid wood composite door, and a solid wood door were developed. Considering the biogenic carbon storage and its delayed emissions, the wood-based composite door, solid wood composite door, and solid wood door featured carbon footprints of 0.379, 0.257, and −0.277 kg CO2 e per kg product, respectively. The solid wood door exhibited a negative carbon footprint, indicating that its carbon storage was higher than the carbon emission during the life cycle stage. The raw material acquisition (38%–66%) and the transportation stages (23%–38%) of the three types of wooden doors were the main contributors to the total carbon footprints (excluding the biogenic carbon). The product manufacturing stage released relatively small emissions (11%–24%). The waste disposal treatment at the end-of-life phase, the degradation of wood materials in landfills, and their service life displayed significant impacts on the carbon footprints of the three types of wooden doors. Fiberboard, laminated veneer lumber, sawn lumber, finger-jointed lumber, and electricity were identified as the main emission hotspots. This study provides guidelines for low-carbon development in the wooden door industry.",,,
